Contigs/genes number,CA_2to10DPI_align_un.txt,CA_2to10DPI_align_mult.txt,CA_11to28DPI_align_un.txt,CA_11to28DPI_align_mult.txt,CA_root_align_un.txt,CA_root_align_mult.txt
CONTIG40781,0,0,0,0,0,0
CONTIG40782,0,0,0,0,0,0
CONTIG40783,0,0,3,3,0,0
CONTIG40784,0,0,0,0,0,0
CONTIG40785,0,0,2,2,0,0
CONTIG40786,4,4,2,2,0,0
CONTIG40787,6,6,1,1,1,1
CONTIG40788,0,0,14,14,0,0
CONTIG40789,0,0,0,0,0,0
CONTIG40790,1,1,0,0,0,0
CONTIG40791,0,0,0,0,0,0
CONTIG40792,1,1,0,0,0,0
CONTIG40793,3,3,6,6,0,0
CONTIG40794,0,0,0,0,0,0
CONTIG40795,3,3,1,1,2,2
CONTIG40796,0,0,1,1,1,1
CONTIG40797,0,0,0,0,0,0
CONTIG40798,0,0,0,0,0,0
CONTIG40799,0,0,0,0,0,0
CONTIG40800,0,0,0,0,0,0
CONTIG40801,0,0,0,0,0,0
CONTIG40802,0,0,0,0,0,0
CONTIG40803,0,0,2,2,0,0
CONTIG40804,1,1,0,0,0,0
CONTIG40805,0,0,0,0,3,3
CONTIG40806,2,2,3,3,4,4
CONTIG40807,0,0,0,0,2,2
CONTIG40808,0,0,5,5,0,0
CONTIG40809,5,5,30,30,5,5
CONTIG40810,0,0,0,0,0,0
CONTIG40811,2,2,4,4,1,1
CONTIG40812,1,1,3,3,1,1
CONTIG40813,0,0,7,7,1,1
CONTIG40814,1,1,4,4,0,0
CONTIG40815,0,0,0,0,0,0
CONTIG40816,0,0,1,1,0,0
CONTIG40817,0,0,0,0,0,0
CONTIG40818,0,0,1,1,0,0
CONTIG40819,1,1,14,14,1,1
CONTIG40820,0,0,0,0,0,0
CONTIG40821,0,0,1,1,0,0
CONTIG40822,0,0,0,0,0,0
CONTIG40823,0,0,1,1,0,0
CONTIG40824,0,0,1,1,0,0
CONTIG40825,1,1,0,2,1,1
CONTIG40826,0,0,0,0,0,0
CONTIG40827,1,1,4,4,1,1
CONTIG40828,0,0,1,1,1,1
CONTIG40829,0,0,0,0,1,1
CONTIG40830,0,0,1,1,0,0
CONTIG40831,0,0,0,0,0,0
CONTIG40832,2,2,0,0,1,1
CONTIG40833,0,0,0,0,0,0
CONTIG40834,5,5,2,2,3,3
CONTIG40835,0,0,2,2,0,0
CONTIG40836,3,3,2,2,1,1
CONTIG40837,2,2,0,0,0,0
CONTIG40838,0,0,0,0,0,0
CONTIG40839,0,0,0,0,0,0
CONTIG40840,25,25,13,15,13,13
CONTIG40841,4,4,0,0,1,1
CONTIG40842,23,23,12,12,15,15
CONTIG40843,92,94,54,58,65,71
CONTIG40844,1,1,0,0,1,1
CONTIG40845,0,0,0,0,0,0
CONTIG40846,1,1,0,0,0,0
CONTIG40847,0,0,4,4,0,0
CONTIG40848,0,0,0,0,1,1
CONTIG40849,0,0,0,0,0,0
CONTIG40850,1,1,0,0,0,0
CONTIG40851,0,0,0,0,0,0
CONTIG40852,1,1,0,0,0,0
CONTIG40853,0,0,5,5,1,1
CONTIG40854,0,0,4,4,3,3
CONTIG40855,5,5,2,2,5,5
CONTIG40856,12,12,19,19,12,14
CONTIG40857,2,2,2,2,1,1
CONTIG40858,0,0,1,1,0,0
CONTIG40859,0,0,0,0,1,1
CONTIG40860,3,3,1,1,2,2
CONTIG40861,0,0,0,0,1,1
CONTIG40862,0,0,1,1,2,2
CONTIG40863,0,0,1,1,0,0
CONTIG40864,0,0,0,0,0,0
CONTIG40865,0,0,0,0,0,0
CONTIG40866,0,0,0,0,0,0
CONTIG40867,0,0,0,0,0,0
CONTIG40868,0,0,1,1,0,0
CONTIG40869,0,0,0,0,0,0
CONTIG40870,0,0,0,0,0,0
CONTIG40871,4,4,5,5,2,2
CONTIG40872,0,0,0,0,0,0
CONTIG40873,0,0,1,1,0,0
CONTIG40874,0,0,0,0,2,2
CONTIG40875,0,0,3,3,0,0
CONTIG40876,0,0,0,0,3,3
CONTIG40877,0,0,0,0,0,0
CONTIG40878,0,0,0,0,0,0
CONTIG40879,0,0,2,2,0,0
CONTIG40880,0,0,0,0,0,0
CONTIG40881,0,0,0,0,0,0
CONTIG40882,0,0,0,0,0,0
CONTIG40883,1,1,5,5,0,0
CONTIG40884,0,0,1,1,0,0
CONTIG40885,0,0,0,0,1,1
CONTIG40886,0,0,1,1,0,0
CONTIG40887,12,12,7,7,8,8
CONTIG40888,0,0,0,0,0,0
CONTIG40889,0,0,9,9,0,0
CONTIG40890,3,3,4,4,3,3
CONTIG40891,0,0,0,0,0,0
CONTIG40892,0,0,0,0,1,1
CONTIG40893,2,2,0,0,0,0
CONTIG40894,0,0,1,1,0,0
CONTIG40895,0,0,0,0,0,0
CONTIG40896,0,0,2,2,0,0
CONTIG40897,0,0,1,1,0,0
CONTIG40898,0,0,3,3,0,0
CONTIG40899,1,1,0,0,0,0
CONTIG40900,0,0,0,0,0,0
CONTIG40901,0,0,0,0,0,0
CONTIG40902,0,0,2,2,0,0
CONTIG40903,0,0,0,0,1,1
CONTIG40904,1,1,2,2,0,0
CONTIG40905,0,0,1,1,0,0
CONTIG40906,0,0,1,1,0,0
CONTIG40907,0,0,1,1,0,0
CONTIG40908,0,0,0,0,0,0
CONTIG40909,0,0,1,1,0,0
CONTIG40910,0,0,0,0,0,0
CONTIG40911,1,1,1,1,1,1
CONTIG40912,0,0,1,1,0,0
CONTIG40913,0,0,1,1,0,0
CONTIG40914,1,1,0,0,0,0
CONTIG40915,0,0,0,0,1,1
CONTIG40916,0,0,3,3,0,0
CONTIG40917,1,1,7,7,0,0
CONTIG40918,0,0,0,0,0,0
CONTIG40919,4,4,0,0,1,1
CONTIG40920,4,4,7,7,1,1
CONTIG40921,1,1,3,3,1,1
CONTIG40922,3,3,4,4,4,4
CONTIG40923,4,4,2,2,1,1
CONTIG40924,0,0,0,0,1,1
CONTIG40925,4,6,10,10,5,5
CONTIG40926,1,1,1,1,1,1
CONTIG40927,1,1,7,7,4,4
CONTIG40928,0,0,0,0,0,0
CONTIG40929,0,0,0,0,0,0
CONTIG40930,0,0,0,0,0,0
CONTIG40931,1,1,0,0,0,0
CONTIG40932,0,0,1,1,1,1
CONTIG40933,0,0,0,0,0,0
CONTIG40934,0,0,1,1,0,0
CONTIG40935,1,1,0,0,0,0
CONTIG40936,0,0,0,0,4,4
CONTIG40937,1,1,0,0,3,3
CONTIG40938,0,0,0,0,0,0
CONTIG40939,0,0,0,0,1,1
CONTIG40940,0,0,0,0,1,1
CONTIG40941,0,0,0,0,0,0
CONTIG40942,0,0,0,0,1,1
CONTIG40943,0,0,0,0,0,0
CONTIG40944,3,3,2,2,0,0
CONTIG40945,3,3,11,11,6,6
CONTIG40946,1,1,5,5,4,4
CONTIG40947,16,16,50,50,24,26
CONTIG40948,0,0,1,1,0,0
CONTIG40949,4,6,35,35,13,13
CONTIG40950,0,0,0,0,0,0
CONTIG40951,0,0,0,0,0,0
CONTIG40952,0,0,0,0,3,3
CONTIG40953,34,36,62,64,45,47
CONTIG40954,0,0,0,0,0,0
CONTIG40955,0,0,0,0,0,0
CONTIG40956,0,0,0,0,0,0
CONTIG40957,0,0,0,0,0,0
CONTIG40958,0,0,2,2,0,0
CONTIG40959,2,2,0,0,1,1
CONTIG40960,1,1,0,0,0,0
CONTIG40961,0,0,0,0,0,0
CONTIG40962,2,2,0,0,0,0
CONTIG40963,0,0,0,0,0,0
CONTIG40964,0,0,0,0,0,0
CONTIG40965,2,2,1,1,0,0
CONTIG40966,0,0,0,0,1,1
CONTIG40967,1,1,0,0,0,0
CONTIG40968,0,0,2,2,0,0
CONTIG40969,0,0,2,2,0,0
CONTIG40970,0,0,0,0,2,2
CONTIG40971,2,2,2,2,3,3
CONTIG40972,0,0,0,0,1,1
CONTIG40973,1,1,3,3,17,17
CONTIG40974,6,6,15,15,4,4
CONTIG40975,8,8,11,13,4,4
CONTIG40976,1,1,0,0,0,0
CONTIG40977,7,7,35,37,5,5
CONTIG40978,1,1,0,0,0,0
CONTIG40979,0,0,0,0,0,0
CONTIG40980,0,0,0,0,0,0
CONTIG40981,1,1,1,1,2,2
CONTIG40982,1,1,1,1,1,1
CONTIG40983,0,0,1,1,0,0
CONTIG40984,0,0,0,0,0,0
CONTIG40985,0,0,1,1,0,0
CONTIG40986,0,0,0,0,0,0
CONTIG40987,0,0,0,0,0,0
CONTIG40988,0,0,0,0,0,0
CONTIG40989,6,6,3,3,3,3
CONTIG40990,1,1,0,0,0,0
CONTIG40991,16,16,38,38,20,20
CONTIG40992,0,0,1,1,0,0
CONTIG40993,0,0,0,0,0,0
CONTIG40994,1,1,0,0,1,1
CONTIG40995,1,1,13,13,1,1
CONTIG40996,0,0,0,0,2,2
CONTIG40997,1,1,0,0,1,1
CONTIG40998,1,1,0,0,1,1
CONTIG40999,1,1,2,2,3,3
CONTIG41000,0,0,0,0,1,1
CONTIG41001,2,2,4,4,3,3
CONTIG41002,1,1,3,3,6,6
CONTIG41003,0,0,0,0,0,0
CONTIG41004,2,2,0,0,0,0
CONTIG41005,3,3,0,0,0,0
CONTIG41006,31,31,0,0,7,7
CONTIG41007,13,13,4,4,2,2
CONTIG41008,0,0,1,1,0,0
CONTIG41009,0,0,0,0,0,0
CONTIG41010,0,0,0,0,0,0
CONTIG41011,0,0,0,0,0,0
CONTIG41012,4,4,4,4,10,10
CONTIG41013,8,8,8,8,18,18
CONTIG41014,0,0,1,1,0,0
CONTIG41015,0,0,0,0,0,0
CONTIG41016,0,0,0,0,0,0
CONTIG41017,0,0,0,0,0,0
CONTIG41018,0,0,0,0,0,0
CONTIG41019,0,0,0,0,0,0
CONTIG41020,0,0,0,0,0,0
CONTIG41021,0,0,0,0,0,0
CONTIG41022,4,4,0,0,0,0
CONTIG41023,1,1,0,0,0,0
CONTIG41024,1,1,1,1,0,0
CONTIG41025,0,0,0,0,0,0
CONTIG41026,0,0,0,0,0,0
CONTIG41027,0,0,1,1,0,0
CONTIG41028,0,0,0,0,0,0
CONTIG41029,0,0,3,3,0,0
CONTIG41030,0,0,0,0,0,0
CONTIG41031,0,0,0,0,0,0
CONTIG41032,0,0,1,1,0,0
CONTIG41033,0,0,2,2,0,0
CONTIG41034,0,0,0,0,0,0
CONTIG41035,0,0,0,0,0,0
CONTIG41036,0,0,0,0,0,0
CONTIG41037,0,0,1,1,0,0
CONTIG41038,0,0,0,0,0,0
CONTIG41039,1,1,1,1,0,0
CONTIG41040,0,0,1,1,1,1
CONTIG41041,4,4,0,0,1,1
CONTIG41042,0,0,1,1,1,1
CONTIG41043,2,2,4,4,1,1
CONTIG41044,0,0,0,0,0,0
CONTIG41045,0,0,0,0,1,1
CONTIG41046,11,11,18,18,25,27
CONTIG41047,64,66,67,69,116,122
CONTIG41048,1,1,0,0,0,0
CONTIG41049,34,34,80,82,26,26
CONTIG41050,0,0,0,0,0,0
CONTIG41051,0,0,0,0,0,0
CONTIG41052,0,0,1,1,0,0
CONTIG41053,0,0,0,0,0,0
CONTIG41054,0,0,0,0,0,0
CONTIG41055,0,0,1,1,0,0
CONTIG41056,0,0,1,1,0,0
CONTIG41057,1,1,1,1,1,1
CONTIG41058,0,0,0,0,1,1
CONTIG41059,0,0,4,4,0,0
CONTIG41060,0,0,0,0,1,1
CONTIG41061,0,0,0,0,0,0
CONTIG41062,0,0,0,0,0,0
CONTIG41063,0,0,0,0,0,0
CONTIG41064,0,0,0,0,0,0
CONTIG41065,0,0,1,1,0,0
CONTIG41066,1,1,0,0,0,0
CONTIG41067,1,1,1,1,0,0
CONTIG41068,0,0,0,0,0,0
CONTIG41069,0,0,1,1,0,0
CONTIG41070,4,4,2,2,3,3
CONTIG41071,0,0,0,0,0,0
CONTIG41072,0,0,0,0,0,0
CONTIG41073,4,4,0,0,0,0
CONTIG41074,2,2,0,0,0,0
CONTIG41075,0,0,3,3,1,1
CONTIG41076,0,0,8,8,0,0
CONTIG41077,0,0,0,0,0,0
CONTIG41078,0,0,0,0,1,1
CONTIG41079,0,0,0,0,1,1
CONTIG41080,0,0,0,0,2,2
CONTIG41081,7,7,5,5,17,17
CONTIG41082,0,0,1,1,0,0
CONTIG41083,0,0,0,0,0,0
CONTIG41084,0,0,0,0,1,1
CONTIG41085,0,0,2,2,1,1
CONTIG41086,0,0,1,1,0,0
CONTIG41087,2,2,0,0,1,1
CONTIG41088,1,1,1,1,1,1
CONTIG41089,0,0,0,0,0,0
CONTIG41090,0,0,0,0,0,0
CONTIG41091,0,0,0,0,0,0
CONTIG41092,0,0,0,0,0,0
CONTIG41093,1,1,0,0,0,0
CONTIG41094,0,0,1,1,1,1
CONTIG41095,1,1,0,0,0,0
CONTIG41096,0,0,3,3,1,1
CONTIG41097,0,0,2,2,0,0
CONTIG41098,0,0,0,0,1,1
CONTIG41099,1,1,0,0,3,3
CONTIG41100,0,0,1,1,0,0
CONTIG41101,0,0,0,0,0,0
CONTIG41102,1,1,1,1,0,0
CONTIG41103,0,0,2,2,3,3
CONTIG41104,13,13,2,2,4,4
CONTIG41105,0,0,2,2,0,0
CONTIG41106,0,0,0,0,0,0
CONTIG41107,1,1,0,0,0,0
CONTIG41108,1,1,0,0,1,1
CONTIG41109,0,0,0,0,1,1
CONTIG41110,0,0,0,0,0,0
CONTIG41111,0,0,0,0,0,0
CONTIG41112,0,0,0,0,0,0
CONTIG41113,0,0,0,0,0,0
CONTIG41114,0,0,0,0,0,0
CONTIG41115,0,0,0,0,2,2
CONTIG41116,0,0,12,12,2,2
CONTIG41117,1,1,4,4,1,1
CONTIG41118,0,0,0,0,0,0
CONTIG41119,0,0,0,0,0,0
CONTIG41120,0,0,2,2,0,0
CONTIG41121,0,0,0,0,0,0
CONTIG41122,0,0,0,0,0,0
CONTIG41123,1,1,0,0,2,2
CONTIG41124,0,0,0,0,1,1
CONTIG41125,1,1,3,3,5,5
CONTIG41126,1,1,1,1,0,0
CONTIG41127,1,1,2,2,2,2
CONTIG41128,0,0,0,0,0,0
CONTIG41129,3,3,5,5,4,4
CONTIG41130,0,0,0,0,0,0
CONTIG41131,0,0,0,0,1,1
CONTIG41132,0,0,0,0,0,0
CONTIG41133,0,0,2,2,0,0
CONTIG41134,1,1,9,9,0,0
CONTIG41135,0,0,0,0,1,1
CONTIG41136,0,0,0,0,0,0
CONTIG41137,0,0,0,0,0,0
CONTIG41138,0,0,0,0,0,0
CONTIG41139,1,1,0,0,0,0
CONTIG41140,1,1,0,0,0,0
CONTIG41141,0,0,0,0,0,0
CONTIG41142,0,0,0,0,0,0
CONTIG41143,0,0,0,0,0,0
CONTIG41144,0,0,0,0,0,0
CONTIG41145,12,12,5,5,9,9
CONTIG41146,66,70,40,40,31,31
CONTIG41147,0,0,0,0,0,0
CONTIG41148,2,2,2,2,1,1
CONTIG41149,0,0,0,0,1,1
CONTIG41150,4,4,0,0,0,0
CONTIG41151,0,0,2,2,1,1
CONTIG41152,1,1,0,0,0,0
CONTIG41153,0,0,0,0,0,0
CONTIG41154,0,0,0,0,0,0
CONTIG41155,0,0,0,0,0,0
CONTIG41156,0,0,0,0,0,0
CONTIG41157,0,0,0,0,0,0
CONTIG41158,0,0,0,0,0,0
CONTIG41159,0,0,0,0,0,0
CONTIG41160,0,0,0,0,0,0
CONTIG41161,0,0,0,0,0,0
CONTIG41162,0,0,0,0,0,0
CONTIG41163,0,0,0,0,0,0
CONTIG41164,0,0,0,0,0,0
CONTIG41165,0,0,0,0,0,0
CONTIG41166,0,0,1,1,0,0
CONTIG41167,0,0,0,0,0,0
CONTIG41168,2,2,2,2,2,2
CONTIG41169,0,0,0,0,2,2
CONTIG41170,2,2,0,0,0,0
CONTIG41171,0,0,1,1,0,0
CONTIG41172,0,0,1,1,2,2
CONTIG41173,0,0,0,0,0,0
CONTIG41174,0,0,0,0,0,0
CONTIG41175,1,1,0,0,1,1
CONTIG41176,1,1,0,0,0,0
CONTIG41177,0,0,0,0,0,0
CONTIG41178,0,0,0,0,0,0
CONTIG41179,0,0,0,0,0,0
CONTIG41180,0,0,0,0,1,1
CONTIG41181,0,0,0,0,0,0
CONTIG41182,0,0,3,3,0,2
CONTIG41183,0,0,1,1,0,0
CONTIG41184,0,0,4,4,1,1
CONTIG41185,0,0,4,4,1,1
CONTIG41186,0,0,1,1,0,0
CONTIG41187,0,0,1,1,0,0
CONTIG41188,0,0,2,2,0,0
CONTIG41189,0,0,1,1,0,0
CONTIG41190,3,3,0,0,0,0
CONTIG41191,11,11,31,31,8,8
CONTIG41192,3,7,1,1,1,1
CONTIG41193,0,0,1,1,4,4
CONTIG41194,0,0,0,0,0,0
CONTIG41195,0,0,0,0,0,0
CONTIG41196,0,0,0,0,0,0
CONTIG41197,1,1,0,0,0,0
CONTIG41198,1,1,2,2,2,2
CONTIG41199,0,0,0,0,0,0
CONTIG41200,0,0,0,0,0,0
CONTIG41201,0,0,0,0,0,0
CONTIG41202,0,0,1,1,0,0
CONTIG41203,0,0,0,0,0,0
CONTIG41204,0,0,2,2,1,1
CONTIG41205,3,3,2,2,5,5
CONTIG41206,0,0,0,0,0,0
CONTIG41207,1,1,3,3,0,0
CONTIG41208,0,0,1,1,0,0
CONTIG41209,0,0,0,0,0,0
CONTIG41210,0,0,0,0,0,0
CONTIG41211,1,1,1,1,0,0
CONTIG41212,0,0,0,0,0,0
CONTIG41213,1,1,0,0,0,0
CONTIG41214,0,0,0,0,0,0
CONTIG41215,0,0,0,0,0,0
CONTIG41216,0,0,0,0,0,0
CONTIG41217,0,0,0,0,0,0
CONTIG41218,2,2,0,0,0,0
CONTIG41219,2,2,0,0,0,0
CONTIG41220,9,9,13,13,20,20
CONTIG41221,7,7,8,8,7,7
CONTIG41222,0,0,0,0,0,0
CONTIG41223,0,0,0,0,0,0
CONTIG41224,30,30,25,25,23,23
CONTIG41225,84,86,87,91,71,71
CONTIG41226,0,0,2,2,4,4
CONTIG41227,0,0,0,0,0,0
CONTIG41228,3,3,6,6,3,3
CONTIG41229,1,1,0,0,0,0
CONTIG41230,3,3,6,6,5,5
CONTIG41231,0,0,1,1,0,0
CONTIG41232,1,1,1,1,0,0
CONTIG41233,2,2,1,1,0,0
CONTIG41234,0,0,0,0,0,0
CONTIG41235,1,1,0,0,0,0
CONTIG41236,1,1,1,1,4,4
CONTIG41237,0,0,3,3,0,0
CONTIG41238,1,1,0,0,0,0
CONTIG41239,2,2,2,2,3,3
CONTIG41240,0,0,3,3,0,0
CONTIG41241,0,0,0,0,0,0
CONTIG41242,1,1,0,0,0,0
CONTIG41243,1,1,0,0,0,0
CONTIG41244,0,0,1,1,0,0
CONTIG41245,9,9,7,7,1,1
CONTIG41246,1,1,3,3,2,2
CONTIG41247,0,0,2,2,0,0
CONTIG41248,0,0,1,1,0,0
CONTIG41249,0,0,0,0,1,1
CONTIG41250,0,0,1,1,0,0
CONTIG41251,0,0,0,0,1,1
CONTIG41252,2,2,1,1,7,7
CONTIG41253,6,6,1,1,3,3
CONTIG41254,4,4,13,13,6,6
CONTIG41255,0,0,0,0,0,0
CONTIG41256,0,0,0,0,2,2
CONTIG41257,4,4,3,3,2,2
CONTIG41258,0,0,0,0,1,1
CONTIG41259,0,0,2,2,0,0
CONTIG41260,0,0,1,1,0,0
CONTIG41261,0,0,1,1,0,0
CONTIG41262,0,0,1,1,0,0
CONTIG41263,0,0,1,1,0,0
CONTIG41264,0,0,4,4,2,2
CONTIG41265,0,0,0,0,0,0
CONTIG41266,0,0,0,0,0,0
CONTIG41267,0,0,0,0,1,1
CONTIG41268,0,0,0,0,0,0
CONTIG41269,0,0,3,3,1,1
CONTIG41270,1,1,6,6,0,0
CONTIG41271,0,0,2,2,0,0
CONTIG41272,0,0,0,0,1,1
CONTIG41273,0,0,2,2,0,0
CONTIG41274,0,0,1,1,0,0
CONTIG41275,0,0,0,0,0,0
CONTIG41276,0,0,0,0,0,0
CONTIG41277,0,0,0,0,0,0
CONTIG41278,0,0,2,3,0,0
CONTIG41279,4,4,1,1,0,0
CONTIG41280,0,0,2,2,1,1
CONTIG41281,7,7,1,1,7,7
CONTIG41282,0,0,0,0,0,0
CONTIG41283,1,1,1,1,0,0
CONTIG41284,0,0,1,1,0,0
CONTIG41285,0,0,0,0,0,0
CONTIG41286,0,0,0,0,1,1
CONTIG41287,0,0,0,0,1,1
CONTIG41288,17,17,24,26,9,9
CONTIG41289,2,2,3,3,3,3
CONTIG41290,0,0,1,1,0,0
CONTIG41291,0,0,0,0,1,1
CONTIG41292,1,1,0,0,0,0
CONTIG41293,0,0,0,0,0,0
CONTIG41294,1,1,0,0,3,3
CONTIG41295,0,0,0,0,0,0
CONTIG41296,1,1,0,0,1,1
CONTIG41297,1,1,1,1,0,0
CONTIG41298,1,1,0,0,0,0
CONTIG41299,0,0,3,3,0,0
CONTIG41300,3,5,6,6,1,1
CONTIG41301,0,0,0,0,0,0
CONTIG41302,0,0,0,0,0,0
CONTIG41303,2,2,1,1,1,1
CONTIG41304,8,8,2,2,3,3
CONTIG41305,0,0,1,1,0,0
CONTIG41306,0,0,0,0,1,1
CONTIG41307,2,2,4,4,0,0
CONTIG41308,0,0,0,0,1,1
CONTIG41309,0,0,0,0,0,0
CONTIG41310,0,0,2,2,0,0
CONTIG41311,0,0,0,0,0,0
CONTIG41312,0,0,0,0,0,0
CONTIG41313,1,1,0,0,0,0
CONTIG41314,15,17,51,55,12,12
CONTIG41315,30,30,2,2,10,10
CONTIG41316,3,3,8,10,5,5
CONTIG41317,1,1,2,2,0,0
CONTIG41318,1,1,1,1,0,0
CONTIG41319,0,0,0,0,0,0
CONTIG41320,2,2,1,1,2,2
CONTIG41321,0,0,0,0,0,0
CONTIG41322,0,0,0,0,0,0
CONTIG41323,0,0,0,0,0,0
CONTIG41324,0,0,0,0,0,0
CONTIG41325,0,0,0,0,0,0
CONTIG41326,0,0,0,0,1,1
CONTIG41327,0,0,0,0,0,0
CONTIG41328,1,1,2,2,0,0
CONTIG41329,0,0,1,1,0,0
CONTIG41330,0,0,2,2,0,0
CONTIG41331,11,11,13,13,6,8
CONTIG41332,2,2,2,2,0,0
CONTIG41333,4,4,0,0,0,0
CONTIG41334,0,0,0,0,0,0
CONTIG41335,5,5,4,4,3,3
CONTIG41336,0,0,0,0,0,0
CONTIG41337,4,4,2,2,0,0
CONTIG41338,0,0,1,1,0,0
CONTIG41339,0,0,0,0,0,0
CONTIG41340,0,0,8,8,3,3
CONTIG41341,2,2,7,9,3,3
CONTIG41342,0,0,1,1,0,0
CONTIG41343,0,0,1,1,0,0
CONTIG41344,0,0,1,1,3,3
CONTIG41345,0,0,0,0,1,1
CONTIG41346,0,0,0,0,0,0
CONTIG41347,0,0,1,1,0,0
CONTIG41348,1,1,0,0,0,0
CONTIG41349,0,0,0,0,0,0
CONTIG41350,0,0,0,0,0,0
CONTIG41351,1,1,0,0,0,0
CONTIG41352,0,0,5,5,0,0
CONTIG41353,0,0,0,0,0,0
CONTIG41354,0,0,0,0,0,0
CONTIG41355,0,0,0,0,0,0
CONTIG41356,0,0,0,0,0,0
CONTIG41357,0,0,0,0,0,0
CONTIG41358,0,0,0,0,0,0
CONTIG41359,0,0,0,0,0,0
CONTIG41360,0,0,2,2,1,1
CONTIG41361,0,0,0,0,0,0
CONTIG41362,0,0,1,1,0,0
CONTIG41363,0,0,1,1,0,0
CONTIG41364,0,0,0,0,0,0
CONTIG41365,0,0,0,0,0,0
CONTIG41366,0,0,0,0,0,0
CONTIG41367,1,1,0,0,0,0
CONTIG41368,1,1,1,1,0,0
CONTIG41369,1,1,1,1,0,0
CONTIG41370,0,0,0,0,0,0
CONTIG41371,0,0,0,0,0,0
CONTIG41372,0,0,0,0,0,0
CONTIG41373,2,2,0,0,1,1
CONTIG41374,0,0,0,0,0,0
CONTIG41375,6,6,2,2,1,1
CONTIG41376,1,1,1,1,0,0
CONTIG41377,0,0,0,0,0,0
CONTIG41378,0,0,0,0,0,0
CONTIG41379,0,0,0,0,0,0
CONTIG41380,3,3,2,2,3,3
CONTIG41381,1,1,1,1,0,0
CONTIG41382,0,0,3,3,0,0
CONTIG41383,0,0,0,0,0,0
CONTIG41384,9,9,5,7,1,1
CONTIG41385,2,2,0,0,0,0
CONTIG41386,0,0,0,0,0,0
CONTIG41387,0,0,0,0,0,0
CONTIG41388,0,0,0,0,0,0
CONTIG41389,0,0,0,0,0,0
CONTIG41390,0,0,0,0,0,0
CONTIG41391,1,1,1,1,1,1
CONTIG41392,0,0,0,0,0,0
CONTIG41393,2,2,3,3,7,7
CONTIG41394,0,0,0,0,0,0
CONTIG41395,0,0,0,0,0,0
CONTIG41396,0,0,0,0,2,2
CONTIG41397,0,0,0,0,0,0
CONTIG41398,0,0,1,1,0,0
CONTIG41399,0,0,0,0,0,0
CONTIG41400,0,0,1,1,0,0
CONTIG41401,1,1,0,0,0,0
CONTIG41402,0,0,0,0,0,0
CONTIG41403,0,0,0,0,3,3
CONTIG41404,0,0,0,0,0,0
CONTIG41405,1,1,1,1,0,0
CONTIG41406,0,0,0,0,0,0
CONTIG41407,0,0,1,1,0,0
CONTIG41408,0,0,3,3,0,0
CONTIG41409,1,1,2,2,0,0
CONTIG41410,0,0,0,0,0,0
CONTIG41411,0,0,0,0,0,0
CONTIG41412,0,0,0,0,0,0
CONTIG41413,1,1,0,0,0,0
CONTIG41414,0,0,0,0,0,0
CONTIG41415,0,0,0,0,0,0
CONTIG41416,0,0,1,1,0,0
CONTIG41417,0,0,0,0,0,0
CONTIG41418,1,1,6,6,1,1
CONTIG41419,0,0,1,3,0,0
CONTIG41420,0,0,0,0,1,1
CONTIG41421,0,0,1,1,0,0
CONTIG41422,0,0,15,15,0,0
CONTIG41423,0,0,0,0,0,0
CONTIG41424,0,0,1,1,0,0
CONTIG41425,1,1,0,0,0,0
CONTIG41426,0,0,2,2,0,0
CONTIG41427,1,1,1,1,6,6
CONTIG41428,3,3,3,3,0,0
CONTIG41429,6,6,1,1,2,2
CONTIG41430,1,1,10,10,2,2
CONTIG41431,0,0,0,0,1,1
CONTIG41432,0,0,0,0,0,0
CONTIG41433,0,0,0,0,1,1
CONTIG41434,0,0,0,0,1,1
CONTIG41435,0,0,0,0,2,2
CONTIG41436,9,9,5,5,8,8
CONTIG41437,0,0,0,0,0,0
CONTIG41438,0,0,2,2,3,3
CONTIG41439,6,6,5,5,2,2
CONTIG41440,0,0,0,0,0,0
CONTIG41441,0,0,0,0,0,0
CONTIG41442,1,1,1,1,0,0
CONTIG41443,1,1,2,2,0,0
CONTIG41444,2,2,1,1,0,0
CONTIG41445,0,0,1,1,0,0
CONTIG41446,0,0,0,0,0,0
CONTIG41447,7,7,10,12,4,4
CONTIG41448,0,0,0,0,1,1
CONTIG41449,0,0,0,0,0,0
CONTIG41450,0,0,0,0,0,0
CONTIG41451,0,0,1,1,0,0
CONTIG41452,3,3,3,3,3,3
CONTIG41453,0,0,0,0,1,1
CONTIG41454,0,0,1,1,0,0
CONTIG41455,2,2,0,0,0,0
CONTIG41456,0,0,0,0,1,1
CONTIG41457,0,0,1,1,0,0
CONTIG41458,14,14,16,16,18,18
CONTIG41459,1,1,2,2,1,1
CONTIG41460,0,0,1,1,0,0
CONTIG41461,0,0,2,2,1,1
CONTIG41462,0,0,0,0,0,0
CONTIG41463,0,0,0,0,0,0
CONTIG41464,0,0,0,0,0,0
CONTIG41465,2,2,4,4,0,0
CONTIG41466,0,0,0,0,0,0
CONTIG41467,1,1,0,0,0,0
CONTIG41468,0,0,0,0,0,0
CONTIG41469,5,5,8,8,2,2
CONTIG41470,0,0,0,0,0,0
CONTIG41471,5,5,4,4,5,5
CONTIG41472,0,0,0,0,0,0
CONTIG41473,1,1,2,2,1,1
CONTIG41474,0,0,0,0,0,0
