,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene:MTR_1g012020,"419,2796230568","-2,2635705314","0,3418640517","-6,6212592999","3,56E-11","1,62E-10"
gene:MTR_1g012160,"10819,2156305496","-0,4062943902","0,1166469941","-3,4831106734","0,0004956234","0,0011509956"
gene:MTR_1g012210,"9935,9401580895","-0,401428969","0,1185857975","-3,3851352989","0,0007114318","0,0016157273"
gene:MTR_1g012425,"6,0181405014","4,4194693888","1,4230299372","3,1056756244","0,0018984485","0,004034905"
gene:MTR_1g012440,"1697,3820236029","1,3617663582","0,4111195711","3,3123364929","0,0009252019","0,0020646685"
gene:MTR_1g012480,"458,0132723405","-1,5369449817","0,1568294041","-9,8001072593","1,12E-22","9,66E-22"
gene:MTR_1g012530,"3468,6930741356","-0,6635750141","0,1335146618","-4,9700535145","6,69E-07","2,18E-06"
gene:MTR_1g012540,"1034,3830116759","-0,448686205","0,13201442","-3,3987666283","0,0006769045","0,0015422965"
gene:MTR_1g012550,"56,644186898","-1,1590365208","0,3572011009","-3,2447730925","0,0011754425","0,0025794787"
gene:MTR_1g012600,"215,4670939625","-1,2329980093","0,1975884594","-6,2402329224","4,37E-10","1,84E-09"
gene:MTR_1g012610,"3594,5894257549","-0,4409475835","0,1359507064","-3,2434372381","0,0011809683","0,002590374"
gene:MTR_1g012620,"12417,1007712003","4,2051100896","0,244524758","17,1970728982","2,79E-66","8,02E-65"
gene:MTR_1g012710,"278,7869177858","-6,3200971154","0,4961201688","-12,7390449197","3,59E-37","5,07E-36"
gene:MTR_1g012790,"1470,4886468056","-0,9119446408","0,1738164995","-5,2465942158","1,55E-07","5,35E-07"
gene:MTR_1g012840,"4255,6927457811","-0,7809467184","0,1079810803","-7,2322550983","4,75E-13","2,45E-12"
gene:MTR_1g012890,"323,5550921823","0,7506279991","0,2079023369","3,6104837026","0,0003056265","0,0007314628"
gene:MTR_1g012910,"481,0181018928","0,4749996915","0,1507797057","3,1502892864","0,0016310887","0,0035063146"
gene:MTR_1g012920,"4721,9057028004","-1,03248452","0,1620836056","-6,3700737399","1,89E-10","8,16E-10"
gene:MTR_1g012950,"42,5358259372","5,3764603218","0,9301521067","5,7801947479","7,46E-09","2,87E-08"
gene:MTR_1g012960,"5516,4703344884","3,4507649463","0,1546993093","22,3062724878","3,21E-110","1,86E-108"
gene:MTR_1g012980,"2184,5980428629","-1,0723685689","0,1512470162","-7,0901799952","1,34E-12","6,71E-12"
gene:MTR_1g012990,"1761,9256475916","0,6291749537","0,1976831364","3,1827446955","0,0014588619","0,0031589783"
gene:MTR_1g013040,"1153,2284438749","-0,9267975916","0,2788868296","-3,3232031533","0,0008899008","0,001990012"
gene:MTR_1g013050,"37529,4347662695","4,5920987611","0,1290304067","35,5892760461","2,05E-277","7,46E-275"
gene:MTR_1g013070,"9561,8232014145","-0,614765303","0,2012579073","-3,054614407","0,0022535005","0,0047316631"
gene:MTR_1g013090,"199,3008097683","2,9523085549","0,2484752102","11,8817026165","1,47E-32","1,82E-31"
gene:MTR_1g013100,"171,7825296557","6,1214770308","0,5043979653","12,1362048468","6,79E-34","8,74E-33"
gene:MTR_1g013110,"1140,3775739601","-1,1724768158","0,1658207208","-7,070749722","1,54E-12","7,70E-12"
gene:MTR_1g013150,"654,73675423","-1,0686014908","0,1602658076","-6,6676823127","2,60E-11","1,19E-10"
gene:MTR_1g014450,"8,1275110156","-3,5456620718","1,152007954","-3,0778104088","0,0020852754","0,0044030349"
gene:MTR_1g014340,"232,2952379891","-0,6957434335","0,2478367389","-2,8072651232","0,0049964101","0,0098703906"
gene:MTR_1g014320,"1021,9117793655","3,2491743487","0,9232441919","3,5193011528","0,0004326853","0,0010140845"
gene:MTR_1g014250,"581,5437283407","1,1084765251","0,1440641523","7,6943258107","1,42E-14","8,01E-14"
gene:MTR_1g014240,"3085,5301075202","0,6415338981","0,142111527","4,5142988166","6,35E-06","1,87E-05"
gene:MTR_1g014190,"2319,2533463006","1,4732320269","0,1242007777","11,8616972766","1,87E-32","2,29E-31"
gene:MTR_1g014130,"210,0414619716","-0,9775031437","0,2481909352","-3,9385126742","8,20E-05","0,0002118107"
gene:MTR_1g014120,"1170,1122024471","-2,7946012043","0,1984806813","-14,0799657975","5,04E-45","8,82E-44"
gene:MTR_1g014510,"2997,9881528771","-3,9583940904","0,3940652833","-10,0450211118","9,66E-24","8,71E-23"
gene:MTR_1g014080,"6939,285930382","-1,6243874627","0,1065891327","-15,2397099207","1,93E-52","4,02E-51"
gene:MTR_1g014070,"188,1531279644","-2,507197229","0,2438291864","-10,2825968715","8,44E-25","7,96E-24"
gene:MTR_1g014040,"1280,9754277859","-0,6849322271","0,2018193234","-3,3937891358","0,0006893275","0,0015685014"
gene:MTR_1g013820,"1839,3042520634","-1,211160279","0,1629704369","-7,4317790535","1,07E-13","5,72E-13"
gene:MTR_1g013790,"529,0199121532","6,414279901","0,4063773563","15,7840484991","4,01E-56","9,09E-55"
