Geneid,nodule_al_uniq,root_al_uniq,nodule_almult,root_almult
gene:PHAVU_004G050000g,11,24,59,93
gene:PHAVU_004G050100g,0,0,0,0
gene:PHAVU_004G050200g,0,0,1,1
gene:PHAVU_004G050300g,0,0,0,0
gene:PHAVU_004G050400g,0,0,0,0
gene:PHAVU_004G050500g,0,1,0,1
gene:PHAVU_004G050600g,418,237,424,238
gene:PHAVU_004G050700g,105,85,107,90
gene:PHAVU_004G050800g,191,157,191,158
gene:PHAVU_004G050900g,217,145,217,145
gene:PHAVU_004G051000g,289,229,289,230
gene:PHAVU_004G051100g,178,973,185,1032
gene:PHAVU_004G051200g,1236,3,1237,51
gene:PHAVU_004G051300g,0,0,0,0
gene:PHAVU_004G051400g,0,0,0,0
gene:PHAVU_004G051500g,0,0,0,0
gene:PHAVU_004G051600g,283,1629,314,1743
gene:PHAVU_004G051700g,625,330,635,334
gene:PHAVU_004G051800g,0,0,0,0
gene:PHAVU_004G051900g,0,0,0,0
gene:PHAVU_004G052000g,0,0,0,0
gene:PHAVU_004G052100g,0,0,1,6
gene:PHAVU_004G052200g,581,57,581,57
gene:PHAVU_004G052300g,869,621,872,624
gene:PHAVU_004G052400g,0,0,0,0
gene:PHAVU_004G052500g,775,931,787,943
gene:PHAVU_004G052600g,4,25,4,25
gene:PHAVU_004G052700g,1,0,1,0
gene:PHAVU_004G052800g,450,454,452,456
gene:PHAVU_004G052900g,1731,1406,1748,1420
gene:PHAVU_004G053000g,0,2,2,8
gene:PHAVU_004G053100g,2229,1652,2251,1657
gene:PHAVU_004G053200g,1,7,1,7
gene:PHAVU_004G053300g,139,292,141,294
gene:PHAVU_004G053400g,142,70,142,70
gene:PHAVU_004G053500g,65,2,132,8
gene:PHAVU_004G053600g,38,4,108,11
gene:PHAVU_004G053700g,1,3,5,4
gene:PHAVU_004G053800g,0,2,0,2
gene:PHAVU_004G0539001g,0,0,0,0
gene:PHAVU_004G0539000g,0,0,0,0
gene:PHAVU_004G054000g,258,193,258,193
gene:PHAVU_004G054100g,7,62,7,62
gene:PHAVU_004G0542001g,185,78,185,78
gene:PHAVU_004G0542000g,1602,568,1608,568
gene:PHAVU_004G054300g,354,332,355,334
gene:PHAVU_004G054400g,752,663,755,664
gene:PHAVU_004G054500g,467,271,468,271
gene:PHAVU_004G054600g,270,1828,272,1840
gene:PHAVU_004G054700g,20,214,20,215
gene:PHAVU_004G054800g,0,1,0,1
gene:PHAVU_004G054900g,0,0,0,0
gene:PHAVU_004G055000g,7,59,7,59
gene:PHAVU_004G055100g,268,1027,271,1035
gene:PHAVU_004G055200g,152,825,152,827
gene:PHAVU_004G055300g,28,143,29,146
gene:PHAVU_004G055400g,17,185,17,185
gene:PHAVU_004G055500g,58,110,58,112
gene:PHAVU_004G055600g,226,189,229,191
gene:PHAVU_004G055700g,878,606,881,608
gene:PHAVU_004G055800g,95,890,95,898
gene:PHAVU_004G055900g,0,0,1,0
gene:PHAVU_004G056000g,0,0,0,0
gene:PHAVU_004G056100g,0,0,0,0
gene:PHAVU_004G056200g,330,342,338,349
gene:PHAVU_004G056300g,1327,1321,1399,1403
gene:PHAVU_004G056400g,37,53,37,53
gene:PHAVU_004G056500g,0,0,0,0
gene:PHAVU_004G056600g,52,156,52,157
gene:PHAVU_004G056700g,18,17,27,30
gene:PHAVU_004G056800g,32,208,32,207
gene:PHAVU_004G056900g,31,97,31,98
gene:PHAVU_004G0570001g,721,472,810,722
gene:PHAVU_004G0570000g,440,309,440,310
gene:PHAVU_004G057100g,0,0,0,0
gene:PHAVU_004G057200g,0,0,0,0
gene:PHAVU_004G057300g,1328,1086,1342,1090
gene:PHAVU_004G057400g,1157,1004,1172,1009
gene:PHAVU_004G057500g,1317,1373,1353,1395
gene:PHAVU_004G057600g,3,6,4,11
gene:PHAVU_004G057700g,0,5,2,25
gene:PHAVU_004G057800g,14,130,14,140
gene:PHAVU_004G057900g,422,142,422,142
gene:PHAVU_004G058000g,1741,2025,1756,2036
gene:PHAVU_004G058100g,33,107,33,107
gene:PHAVU_004G058200g,78,110,78,111
gene:PHAVU_004G058300g,5,5,14,18
gene:PHAVU_004G058400g,0,0,13,26
gene:PHAVU_004G058500g,0,0,0,0
gene:PHAVU_004G058600g,11,57,23,84
gene:PHAVU_004G058700g,3,7,3,7
gene:PHAVU_004G058800g,0,0,0,0
gene:PHAVU_004G058900g,23,62,25,65
gene:PHAVU_004G059000g,36,362,36,363
gene:PHAVU_004G059100g,4,0,4,0
gene:ENSRNA049761352,0,0,9,4
gene:PHAVU_004G059200g,44,106,44,109
gene:PHAVU_004G059300g,0,0,0,0
gene:PHAVU_004G059400g,99,100,110,112
gene:PHAVU_004G059500g,182,453,185,456
gene:PHAVU_004G059600g,15,63,15,63
gene:PHAVU_004G059700g,375,275,375,276
gene:PHAVU_004G059800g,22,11,35,14
gene:PHAVU_004G059900g,15,13,28,16
gene:PHAVU_004G060000g,7522,9104,9019,11033
gene:PHAVU_004G060100g,391,118,391,118
gene:PHAVU_004G060200g,0,0,4,8
gene:PHAVU_004G060300g,625,479,626,481
gene:PHAVU_004G060400g,491,642,498,648
gene:PHAVU_004G060500g,2,0,38,3
gene:PHAVU_004G060600g,0,0,1,1
gene:PHAVU_004G060700g,0,0,3,1
gene:PHAVU_004G060800g,14,1,41,3
gene:PHAVU_004G060900g,0,0,4,1
gene:PHAVU_004G061000g,0,0,6,2
gene:PHAVU_004G061100g,0,0,4,1
gene:PHAVU_004G061200g,16,5,61,8
gene:PHAVU_004G061300g,2,0,10,3
gene:PHAVU_004G061400g,4,1,4,1
gene:PHAVU_004G061500g,0,0,3,1
gene:PHAVU_004G061600g,4,1,10,4
gene:PHAVU_004G061700g,3,5,3,5
gene:PHAVU_004G061800g,4507,2884,4663,2975
gene:PHAVU_004G061900g,4003,996,4032,1008
gene:PHAVU_004G062000g,194,97,194,97
gene:PHAVU_004G0621001g,0,1,10,12
gene:PHAVU_004G0621000g,1,0,5,5
gene:PHAVU_004G062200g,0,0,0,0
gene:PHAVU_004G062300g,0,0,0,0
gene:PHAVU_004G062400g,55,752,70,845
gene:PHAVU_004G062500g,685,1106,698,1119
gene:PHAVU_004G062600g,6,13,6,13
gene:PHAVU_004G062700g,0,0,0,0
gene:PHAVU_004G062800g,160,155,162,157
gene:PHAVU_004G062900g,14,2,14,2
gene:PHAVU_004G063000g,18,37,18,37
gene:PHAVU_004G063100g,0,0,0,0
gene:PHAVU_004G063200g,61,71,128,132
gene:PHAVU_004G063300g,0,7,288,2368
gene:PHAVU_004G063400g,41,53,56,60
gene:PHAVU_004G063500g,20,66,20,66
gene:PHAVU_004G063600g,0,0,0,0
gene:PHAVU_004G063700g,572,1085,574,1088
gene:PHAVU_004G063800g,208,141,208,141
gene:PHAVU_004G063900g,0,0,0,0
gene:PHAVU_004G064000g,0,0,222,135
gene:PHAVU_004G064100g,0,0,0,0
gene:PHAVU_004G064200g,0,0,0,0
gene:PHAVU_004G064300g,1352,783,1733,1009
gene:PHAVU_004G064400g,310,183,312,183
gene:PHAVU_004G064500g,223,196,240,227
gene:PHAVU_004G0646001g,5,1,5,1
gene:PHAVU_004G0646000g,94,10,103,11
gene:PHAVU_004G064700g,4581,4918,4600,4925
gene:PHAVU_004G064800g,0,1,177,80
gene:PHAVU_004G064900g,13,1,170,75
gene:PHAVU_004G065000g,299,371,300,373
gene:PHAVU_004G065100g,2109,2911,2121,2924
gene:PHAVU_004G065200g,80,470,80,471
gene:PHAVU_004G065300g,117,58,117,58
gene:PHAVU_004G065400g,0,0,0,0
gene:PHAVU_004G065500g,0,0,0,0
gene:PHAVU_004G065600g,509,533,516,538
gene:PHAVU_004G065700g,674,736,675,742
gene:PHAVU_004G065800g,210,191,222,203
gene:PHAVU_004G065900g,26,168,26,168
gene:PHAVU_004G066000g,45,245,45,248
gene:PHAVU_004G066100g,3,37,3,37
gene:PHAVU_004G066200g,19,18,20,20
gene:PHAVU_004G066300g,0,0,1,0
gene:PHAVU_004G066400g,0,0,0,0
gene:PHAVU_004G066500g,0,0,1,0
gene:PHAVU_004G066600g,0,0,0,0
gene:PHAVU_004G066700g,946,77,946,78
gene:PHAVU_004G066800g,0,0,0,0
gene:PHAVU_004G066900g,30,2,30,2
gene:PHAVU_004G067000g,118,98,126,96
gene:PHAVU_004G067100g,8,2,8,2
gene:PHAVU_004G067200g,114,103,114,103
gene:PHAVU_004G067300g,3007,825,3025,834
gene:PHAVU_004G067400g,8605,3229,8724,3276
gene:PHAVU_004G067500g,56,44,58,44
gene:PHAVU_004G067600g,243,86,245,88
gene:PHAVU_004G067700g,223,201,224,201
gene:PHAVU_004G067800g,10,30,11,30
gene:PHAVU_004G067900g,29,210,29,214
gene:PHAVU_004G068000g,64,191,764,1900
gene:PHAVU_004G068100g,240,550,246,554
gene:PHAVU_004G0682001g,3,0,178,396
gene:PHAVU_004G0682002g,0,0,377,882
gene:PHAVU_004G0682000g,2,5,239,694
gene:PHAVU_004G0683001g,48,150,757,1861
gene:PHAVU_004G0683000g,0,0,237,688
gene:PHAVU_004G068400g,687,5197,688,5221
gene:PHAVU_004G0685001g,1,0,5,1
gene:PHAVU_004G068600g,5,65,8,109
gene:PHAVU_004G0687001g,0,9,0,11
gene:PHAVU_004G0687000g,3,32,6,74
gene:PHAVU_004G068800g,7,37,7,37
gene:PHAVU_004G068900g,3,16,3,16
gene:PHAVU_004G069000g,124,1106,124,1124
gene:PHAVU_004G069100g,6325,4572,6334,4583
gene:PHAVU_004G069200g,230,331,231,333
gene:PHAVU_004G069300g,405,337,409,343
gene:PHAVU_004G069400g,107,49,107,49
gene:PHAVU_004G069500g,7,98,10,99
gene:PHAVU_004G069600g,1160,758,1198,793
gene:PHAVU_004G069700g,52,16,52,16
gene:PHAVU_004G069800g,233,452,272,495
gene:PHAVU_004G069900g,103,454,116,470
gene:PHAVU_004G0700001g,10,6,18,16
gene:PHAVU_004G0700000g,0,0,17,19
gene:PHAVU_004G070100g,9816,618,9953,624
gene:PHAVU_004G070200g,364,79,368,80
gene:PHAVU_004G070300g,791,632,797,636
gene:PHAVU_004G070400g,0,0,0,0
gene:PHAVU_004G070500g,34,7,34,7
gene:PHAVU_004G070600g,1957,1785,1976,1796
gene:PHAVU_004G0707001g,30,55,59,76
gene:PHAVU_004G0707000g,37,50,37,49
gene:PHAVU_004G070800g,72,102,76,111
gene:PHAVU_004G070900g,945,1021,1006,1079
gene:ENSRNA049761351,0,0,6,5
gene:PHAVU_004G0710001g,20,32,20,32
gene:PHAVU_004G0710000g,74,91,76,91
gene:PHAVU_004G071100g,960,1346,963,1358
gene:PHAVU_004G071200g,445,280,623,386
gene:PHAVU_004G071300g,291,189,462,289
gene:PHAVU_004G071400g,561,828,563,844
gene:PHAVU_004G071500g,25,11,27,11
gene:PHAVU_004G071600g,460,548,464,550
gene:PHAVU_004G071700g,445,1295,449,1304
gene:PHAVU_004G071800g,8,80,14,85
gene:PHAVU_004G071900g,122,77,122,94
gene:PHAVU_004G072000g,5203,2847,5251,2865
gene:PHAVU_004G072100g,1,0,1,0
gene:PHAVU_004G072200g,614,261,641,276
gene:PHAVU_004G072300g,259,470,274,488
gene:PHAVU_004G072400g,1017,1039,1023,1050
gene:PHAVU_004G072500g,1,0,6,1
gene:PHAVU_004G072600g,9,35,9,35
gene:PHAVU_004G072700g,41,23,39,23
gene:PHAVU_004G072800g,108,51,111,55
gene:PHAVU_004G072900g,0,7,1,15
gene:PHAVU_004G073000g,18,157,18,157
gene:PHAVU_004G0731001g,831,156,840,163
gene:PHAVU_004G0731000g,450,71,450,71
gene:PHAVU_004G073200g,195,116,212,130
gene:PHAVU_004G073300g,2303,2006,2319,2025
gene:PHAVU_004G073400g,0,0,125,60
gene:PHAVU_004G073500g,0,0,51,13
gene:PHAVU_004G073600g,141,230,10456,337
gene:PHAVU_004G073700g,92,75,92,76
gene:PHAVU_004G073800g,3588,4169,3618,4212
gene:PHAVU_004G073900g,796,569,850,598
gene:PHAVU_004G074000g,290,380,290,383
gene:PHAVU_004G074100g,0,0,0,0
gene:PHAVU_004G074200g,0,0,8,5
gene:PHAVU_004G074300g,35996,94,47678,195
gene:PHAVU_004G074400g,7153,16,11173,48
gene:PHAVU_004G074500g,107,38,116,43
gene:PHAVU_004G074600g,354,259,362,261
gene:PHAVU_004G074700g,4,0,4,0
gene:PHAVU_004G0748001g,60,84,88,131
gene:PHAVU_004G0748000g,73,87,219,196
gene:PHAVU_004G074900g,0,0,0,0
gene:PHAVU_004G075000g,540,265,570,273
gene:PHAVU_004G075100g,40545,52756,42400,55157
gene:PHAVU_004G075200g,215,242,224,253
gene:PHAVU_004G075300g,60,386,60,387
gene:PHAVU_004G075400g,146,26,156,26
gene:PHAVU_004G075500g,1745,1154,1752,1156
gene:PHAVU_004G075600g,0,0,0,0
gene:PHAVU_004G075700g,0,0,1,0
gene:PHAVU_004G075800g,2,2,2,3
gene:PHAVU_004G075900g,2,5,10,9
gene:PHAVU_004G076000g,2,1,15,14
gene:PHAVU_004G076100g,0,0,5,6
gene:PHAVU_004G076200g,0,0,17,85
gene:PHAVU_004G076300g,24,237,28,245
gene:PHAVU_004G076400g,1054,9,1145,67
gene:PHAVU_004G076500g,334,292,337,292
gene:PHAVU_004G076600g,82,517,82,518
gene:PHAVU_004G076700g,3,1,3,1
gene:PHAVU_004G076800g,67,36,67,36
gene:PHAVU_004G076900g,504,498,506,503
gene:PHAVU_004G077000g,321,34,324,35
gene:PHAVU_004G077100g,335,145,359,149
gene:PHAVU_004G077200g,259,260,282,271
gene:PHAVU_004G077300g,0,0,2,12
gene:PHAVU_004G077400g,29,401,145,439
gene:PHAVU_004G077500g,40,73,40,74
gene:PHAVU_004G077600g,117,183,117,182
gene:PHAVU_004G077700g,31,157,31,159
gene:PHAVU_004G077800g,0,0,0,0
gene:PHAVU_004G077900g,144,725,144,725
gene:PHAVU_004G078000g,261,128,263,132
gene:PHAVU_004G078100g,0,0,0,0
gene:PHAVU_004G078200g,2,18,2,18
gene:PHAVU_004G078300g,0,0,1,0
gene:PHAVU_004G078400g,0,3,0,3
gene:PHAVU_004G078500g,0,0,0,0
gene:PHAVU_004G078600g,0,0,0,0
gene:PHAVU_004G078700g,211,389,216,404
gene:PHAVU_004G078800g,41,290,41,291
gene:PHAVU_004G078900g,24,120,25,132
gene:PHAVU_004G079000g,824,568,840,578
gene:PHAVU_004G079100g,2,7,9,11
gene:PHAVU_004G079200g,27,10,27,10
gene:PHAVU_004G079300g,110,0,110,0
gene:PHAVU_004G079400g,194,35,194,35
gene:PHAVU_004G079500g,107,2,107,2
gene:PHAVU_004G079600g,20,13,20,13
gene:PHAVU_004G079700g,0,0,0,0
gene:PHAVU_004G079800g,2007,2624,2502,3355
gene:PHAVU_004G079900g,85,64,529,716
gene:PHAVU_004G080000g,5,14,7,16
gene:PHAVU_004G080100g,381,1348,384,1356
gene:PHAVU_004G080200g,1218,9441,1241,9630
gene:PHAVU_004G080300g,658,574,667,577
gene:PHAVU_004G080400g,317,220,321,222
gene:PHAVU_004G080500g,196,59,320,222
gene:PHAVU_004G080600g,616,3975,620,3990
gene:PHAVU_004G080700g,59,62,59,62
gene:PHAVU_004G080800g,2628,3616,2651,3641
gene:PHAVU_004G080900g,2053,1459,2085,1486
gene:PHAVU_004G081000g,669,81,670,84
gene:PHAVU_004G081100g,3,1,16,5
gene:PHAVU_004G081200g,1,53,1,53
gene:PHAVU_004G081300g,18,94,18,102
gene:PHAVU_004G081400g,190,65,192,65
gene:PHAVU_004G081500g,1,0,3,0
gene:PHAVU_004G081600g,1,0,1,0
gene:PHAVU_004G081700g,0,0,0,0
gene:PHAVU_004G081800g,42,14,44,18
gene:PHAVU_004G081900g,24,93,24,94
gene:PHAVU_004G082000g,39,45,40,47
gene:PHAVU_004G082100g,436,485,436,487
gene:PHAVU_004G082200g,0,2,0,2
gene:PHAVU_004G082300g,24,0,24,0
gene:PHAVU_004G082400g,1790,3,1794,3
gene:PHAVU_004G082500g,151,67,151,67
gene:PHAVU_004G082600g,63,359,515,2412
gene:PHAVU_004G082700g,200,916,652,2969
gene:PHAVU_004G082800g,0,0,0,0
gene:PHAVU_004G082900g,0,0,0,0
gene:PHAVU_004G083000g,0,0,0,0
gene:PHAVU_004G083100g,264,489,268,497
gene:PHAVU_004G083200g,0,1,1,2
gene:PHAVU_004G083300g,0,0,0,0
gene:PHAVU_004G083400g,661,431,666,433
gene:PHAVU_004G083500g,446,300,446,301
gene:PHAVU_004G083600g,1537,1677,1537,1677
gene:PHAVU_004G083700g,1667,1685,1671,1692
gene:PHAVU_004G0838001g,0,0,0,0
gene:PHAVU_004G0838000g,0,0,0,0
gene:PHAVU_004G083900g,558,417,561,422
gene:PHAVU_004G084000g,4,13,4,13
gene:PHAVU_004G084100g,25,40,40,66
gene:PHAVU_004G084200g,0,0,9,6
gene:PHAVU_004G084300g,613,933,614,936
gene:PHAVU_004G084400g,21,89,23,97
gene:PHAVU_004G084500g,136,183,136,183
gene:PHAVU_004G084600g,2,2,2,4
gene:PHAVU_004G084700g,0,0,0,2
gene:PHAVU_004G084800g,0,2,0,2
gene:PHAVU_004G084900g,62,30,62,31
gene:PHAVU_004G085000g,19,12,19,12
gene:PHAVU_004G085100g,8,110,8,110
gene:PHAVU_004G0852001g,1,7,293,1494
gene:PHAVU_004G0852000g,1,6,204,1331
gene:PHAVU_004G085300g,0,0,3,0
gene:PHAVU_004G085400g,0,0,0,0
gene:PHAVU_004G085500g,1559,8232,2157,11526
gene:PHAVU_004G085600g,175,183,175,185
gene:PHAVU_004G085700g,598,458,600,463
gene:PHAVU_004G085800g,286,761,290,763
gene:PHAVU_004G085900g,147,184,151,191
gene:PHAVU_004G086000g,3,26,3,26
gene:PHAVU_004G086100g,620,972,622,975
gene:PHAVU_004G086200g,383,255,383,256
gene:PHAVU_004G086300g,190,336,199,348
gene:PHAVU_004G086400g,1,0,1,0
gene:PHAVU_004G086500g,1316,93,1323,92
gene:PHAVU_004G086600g,5,5,5,5
gene:PHAVU_004G086700g,6,6,27,12
gene:PHAVU_004G086800g,5,1,426,87
gene:PHAVU_004G086900g,0,0,28,11
gene:PHAVU_004G087000g,0,0,0,0
gene:PHAVU_004G087100g,0,0,7,5
gene:PHAVU_004G087200g,115,147,136,167
gene:PHAVU_004G087300g,16,7,16,8
gene:PHAVU_004G087400g,168,149,189,169
gene:PHAVU_004G087500g,6,8,6,8
gene:PHAVU_004G087600g,11,24,11,24
gene:PHAVU_004G087700g,5,13,7,16
gene:PHAVU_004G0878001g,1,0,46,36
gene:PHAVU_004G0878000g,0,0,8,5
gene:PHAVU_004G087900g,22,31,22,31
gene:PHAVU_004G088000g,563,115,565,117
gene:PHAVU_004G088100g,8,6,10,6
gene:PHAVU_004G088200g,776,637,787,645
gene:PHAVU_004G088300g,8,32,20,76
gene:PHAVU_004G088400g,1,40,1,43
gene:PHAVU_004G088500g,1,0,11,2
gene:PHAVU_004G0886001g,239,143,345,194
gene:PHAVU_004G0886000g,234,150,236,154
gene:PHAVU_004G088700g,0,0,1,0
gene:PHAVU_004G088800g,0,0,30,34
gene:PHAVU_004G088900g,1,20,1,20
gene:PHAVU_004G089000g,420,398,434,410
gene:PHAVU_004G089100g,24,1,24,1
gene:PHAVU_004G089200g,37,4,37,4
gene:PHAVU_004G089400g,5,0,8,0
gene:PHAVU_004G0893000g,158,150,178,168
gene:PHAVU_004G089500g,0,0,0,0
gene:PHAVU_004G089600g,34,20,35,20
gene:PHAVU_004G089700g,3,14,3,14
gene:PHAVU_004G089800g,241,150,240,150
gene:PHAVU_004G089900g,313,198,318,202
gene:PHAVU_004G090000g,1,0,240,58
gene:PHAVU_004G090100g,101,1,101,1
gene:PHAVU_004G090200g,21,155,21,157
gene:PHAVU_004G090300g,155,6,180,9
gene:PHAVU_004G090400g,1,7,2,7
gene:PHAVU_004G090500g,1950,2562,1954,2570
gene:PHAVU_004G090600g,431,293,433,293
gene:PHAVU_004G090700g,262,462,268,473
gene:PHAVU_004G090800g,70,2,70,6
gene:PHAVU_004G090900g,993,740,1068,790
gene:PHAVU_004G091000g,231,213,231,213
gene:PHAVU_004G091100g,138,142,140,140
gene:PHAVU_004G091200g,23,9,23,9
gene:PHAVU_004G091300g,3,3,20,5
gene:PHAVU_004G091400g,0,15,0,15
gene:PHAVU_004G091500g,0,0,0,0
gene:PHAVU_004G091600g,2,0,33,38
gene:PHAVU_004G091700g,364,532,384,533
gene:PHAVU_004G091800g,0,0,0,0
gene:PHAVU_004G091900g,37,14,37,14
gene:PHAVU_004G092000g,411,325,453,373
gene:PHAVU_004G092100g,1004,8807,1009,8862
gene:PHAVU_004G092200g,0,0,0,0
gene:PHAVU_004G092300g,327,163,330,164
gene:PHAVU_004G092400g,789,774,796,782
gene:PHAVU_004G092500g,1147,1011,1208,1078
gene:PHAVU_004G092600g,0,3,29,43
gene:PHAVU_004G0927001g,0,0,0,0
gene:PHAVU_004G0927000g,0,0,26,34
gene:PHAVU_004G092800g,5,68,5,68
gene:PHAVU_004G0929001g,0,0,5,3
gene:PHAVU_004G0929000g,0,0,15,9
gene:PHAVU_004G093000g,1,1,34,41
gene:PHAVU_004G093100g,0,0,28,31
gene:PHAVU_004G093200g,0,0,33,40
gene:PHAVU_004G093300g,985,5921,996,5995
gene:PHAVU_004G093400g,0,0,0,0
gene:PHAVU_004G0935001g,0,0,0,0
gene:PHAVU_004G0935000g,0,0,0,0
gene:PHAVU_004G093600g,0,2,0,2
gene:PHAVU_004G093700g,0,0,0,1
gene:PHAVU_004G093800g,0,0,0,0
gene:PHAVU_004G093900g,197,249,200,256
gene:PHAVU_004G094000g,13,117,18,143
gene:PHAVU_004G094100g,27,285,31,305
gene:PHAVU_004G094200g,109,283,109,283
gene:PHAVU_004G094300g,20,37,20,37
gene:PHAVU_004G094400g,1,13,22,124
gene:PHAVU_004G094500g,37,416,77,707
gene:PHAVU_004G094600g,234,1401,267,1575
gene:PHAVU_004G094700g,253,352,275,402
gene:PHAVU_004G094800g,857,1872,857,1873
gene:PHAVU_004G094900g,119,62,123,64
gene:PHAVU_004G095000g,1323,2879,1409,3209
gene:PHAVU_004G095100g,0,0,0,0
gene:PHAVU_004G095200g,47,226,64,259
gene:PHAVU_004G095300g,0,0,0,0
gene:PHAVU_004G095400g,750,4523,754,4534
gene:PHAVU_004G095500g,573,251,609,257
gene:PHAVU_004G095600g,356,284,356,284
gene:PHAVU_004G095700g,594,439,977,687
gene:PHAVU_004G095800g,112,79,226,177
gene:PHAVU_004G095900g,0,0,2,0
gene:PHAVU_004G096000g,0,0,0,0
gene:PHAVU_004G096100g,0,0,0,0
gene:PHAVU_004G096200g,0,0,2,0
gene:PHAVU_004G096300g,1,0,154,99
gene:PHAVU_004G096400g,0,0,0,0
gene:PHAVU_004G096500g,342,109,342,109
gene:PHAVU_004G096600g,5793,13196,5808,13249
gene:PHAVU_004G096700g,557,963,603,990
gene:PHAVU_004G096800g,97,633,102,641
gene:PHAVU_004G096900g,49,553,49,553
gene:PHAVU_004G097000g,55,681,56,683
gene:PHAVU_004G097100g,1,0,1,1
gene:PHAVU_004G097200g,322,282,322,282
gene:PHAVU_004G097300g,0,0,0,0
gene:PHAVU_004G097400g,2,0,2,0
gene:PHAVU_004G097500g,519,785,523,795
gene:PHAVU_004G097600g,0,0,0,0
gene:PHAVU_004G097700g,0,0,0,1
gene:PHAVU_004G097800g,2,2,4,8
gene:PHAVU_004G097900g,0,0,0,0
gene:PHAVU_004G098000g,2179,6482,3497,14261
gene:PHAVU_004G098100g,0,0,0,0
gene:PHAVU_004G098200g,734,624,737,631
gene:PHAVU_004G0983001g,8416,52810,11853,89529
gene:PHAVU_004G0983000g,8662,58884,33131,294793
gene:PHAVU_004G098400g,261,276,264,279
gene:PHAVU_004G098500g,0,0,0,0
gene:PHAVU_004G098600g,1061,1100,1064,1105
gene:PHAVU_004G098700g,5,20,73,156
gene:PHAVU_004G098800g,2,2,3,2
gene:PHAVU_004G098900g,0,0,0,0
gene:PHAVU_004G099000g,805,820,819,832
gene:PHAVU_004G099100g,1,8,3,18
gene:PHAVU_004G099200g,0,0,0,0
gene:PHAVU_004G099300g,0,1,0,6
gene:PHAVU_004G099400g,0,2,0,3
gene:PHAVU_004G099500g,0,1,0,8
gene:PHAVU_004G099600g,0,0,0,0
gene:PHAVU_004G099700g,0,0,2,2
gene:PHAVU_004G099800g,377,167,377,167
gene:PHAVU_004G099900g,8,18,15,19
gene:PHAVU_004G100000g,8,2,14,6
gene:PHAVU_004G100100g,86,8,99,9
gene:PHAVU_004G100200g,4,6,4,6
gene:PHAVU_004G100300g,7,3,10,3
gene:PHAVU_004G100400g,100,92,100,92
gene:PHAVU_004G100500g,21,10,21,10
gene:PHAVU_004G100600g,1,0,33,45
gene:PHAVU_004G100700g,0,1,1,5
gene:PHAVU_004G100800g,0,0,58,4
gene:PHAVU_004G100900g,564,20,624,24
gene:PHAVU_004G101000g,17,15,17,15
gene:PHAVU_004G101100g,0,0,0,0
gene:PHAVU_004G101200g,0,0,0,0
gene:PHAVU_004G101300g,151,41,151,41
gene:PHAVU_004G101400g,0,0,0,0
gene:PHAVU_004G101500g,0,2,0,2
gene:PHAVU_004G101600g,0,0,0,0
gene:PHAVU_004G101700g,1512,2090,1529,2134
gene:PHAVU_004G101800g,49,37,256,222
gene:PHAVU_004G101900g,0,0,0,0
gene:PHAVU_004G102000g,0,0,1,1
gene:PHAVU_004G102100g,0,0,0,2
gene:PHAVU_004G102200g,0,0,0,0
gene:PHAVU_004G102300g,0,0,0,0
gene:PHAVU_004G102400g,0,0,0,0
gene:PHAVU_004G102500g,0,0,0,0
gene:PHAVU_004G102600g,0,0,0,0
gene:PHAVU_004G102700g,0,10,0,11
gene:PHAVU_004G102800g,200,1943,200,1951
gene:PHAVU_004G102900g,1126,643,1319,736
gene:PHAVU_004G103000g,18,26,23,36
gene:PHAVU_004G103100g,0,0,2,0
gene:PHAVU_004G1032001g,0,0,0,0
gene:PHAVU_004G1032000g,0,0,1,1
gene:PHAVU_004G103300g,0,0,3,5
gene:PHAVU_004G103400g,0,2,0,3
gene:PHAVU_004G103500g,0,0,118,62
gene:PHAVU_004G1036001g,0,1,1,1
gene:PHAVU_004G1036000g,1,1,5,11
gene:PHAVU_004G103700g,2,4,5,10
gene:PHAVU_004G103800g,0,0,0,2
gene:PHAVU_004G103900g,274,654,565,1784
gene:PHAVU_004G104000g,17,6,23,12
gene:PHAVU_004G104100g,1336,5249,1629,6417
gene:PHAVU_004G104200g,158,39,160,41
gene:PHAVU_004G104300g,656,1382,663,1393
gene:ENSRNA049761350,0,0,5,4
gene:PHAVU_004G104400g,0,0,0,0
gene:PHAVU_004G104500g,0,0,0,0
gene:PHAVU_004G104600g,1357,2238,1358,2255
gene:PHAVU_004G104700g,2,1,11,13
gene:PHAVU_004G104800g,0,2,15,20
gene:PHAVU_004G104900g,21,27,30,38
gene:PHAVU_004G105000g,0,1,2,3
gene:PHAVU_004G105100g,0,0,3,2
gene:PHAVU_004G1052001g,0,0,0,0
gene:PHAVU_004G1052000g,0,0,0,0
gene:PHAVU_004G105300g,0,0,0,0
gene:PHAVU_004G105400g,0,0,0,0
gene:PHAVU_004G105500g,0,0,0,0
gene:PHAVU_004G105600g,0,0,0,0
gene:PHAVU_004G105700g,4382,4122,4669,4565
gene:PHAVU_004G105800g,61,488,64,491
gene:PHAVU_004G105900g,554,207,558,207
gene:PHAVU_004G106000g,62,39,62,39
gene:PHAVU_004G106100g,107,107,107,108
gene:PHAVU_004G106200g,17,23,17,23
gene:PHAVU_004G106300g,19,3,19,3
gene:PHAVU_004G106400g,0,9,0,9
gene:ENSRNA049761349,0,0,0,0
gene:ENSRNA049761348,0,0,1,0
