,Groupe,Nombre de gènes (nbG),nbG Lupinus A.,nbG Medicago T.,nbG Phaseolus V.,nbG Glycine M.,Lotus J.,,somme(D:H)
OG0008382,OG0008382,8,0,2,2,2,2,,8
OG0008383,OG0008383,8,1,2,1,3,1,,8
OG0008384,OG0008384,8,2,1,1,3,1,,8
OG0008385,OG0008385,8,0,1,0,7,0,,8
OG0008386,OG0008386,8,0,0,0,8,0,,8
OG0008387,OG0008387,8,0,1,1,2,4,,8
OG0008388,OG0008388,8,0,1,2,2,3,,8
OG0008389,OG0008389,8,3,1,1,2,1,,8
OG0008390,OG0008390,8,0,1,2,4,1,,8
OG0008391,OG0008391,8,1,2,1,2,2,,8
OG0008392,OG0008392,8,1,1,2,3,1,,8
OG0008393,OG0008393,8,2,1,1,3,1,,8
OG0008394,OG0008394,8,0,1,1,5,1,,8
OG0008395,OG0008395,8,1,1,1,4,1,,8
OG0008396,OG0008396,8,0,1,2,4,1,,8
OG0008397,OG0008397,8,0,2,2,2,2,,8
OG0008398,OG0008398,8,1,1,2,2,2,,8
OG0008399,OG0008399,8,1,1,1,3,2,,8
OG0008400,OG0008400,8,0,2,2,3,1,,8
OG0008401,OG0008401,8,1,1,1,4,1,,8
OG0008402,OG0008402,8,0,4,1,2,1,,8
OG0008403,OG0008403,8,1,1,2,3,1,,8
OG0008404,OG0008404,8,3,1,1,2,1,,8
OG0008405,OG0008405,8,0,2,2,2,2,,8
OG0008406,OG0008406,8,0,2,1,4,1,,8
OG0008407,OG0008407,8,0,2,2,2,2,,8
OG0008408,OG0008408,8,0,4,1,2,1,,8
OG0008409,OG0008409,8,0,2,1,4,1,,8
OG0008410,OG0008410,8,0,5,1,1,1,,8
OG0008411,OG0008411,8,0,4,1,2,1,,8
OG0008412,OG0008412,8,2,1,2,2,1,,8
OG0008413,OG0008413,8,0,2,2,2,2,,8
OG0008414,OG0008414,8,1,1,1,3,2,,8
OG0008415,OG0008415,8,1,2,1,1,3,,8
OG0008416,OG0008416,8,0,2,4,1,1,,8
OG0008417,OG0008417,8,0,2,1,4,1,,8
OG0008418,OG0008418,8,0,0,4,4,0,,8
OG0008419,OG0008419,8,1,2,2,2,1,,8
OG0008420,OG0008420,8,2,2,1,2,1,,8
OG0008421,OG0008421,8,0,2,1,3,2,,8
OG0008422,OG0008422,8,0,3,1,3,1,,8
OG0008423,OG0008423,8,1,1,1,3,2,,8
OG0008424,OG0008424,8,0,1,1,4,2,,8
OG0008425,OG0008425,8,1,2,2,2,1,,8
OG0008426,OG0008426,8,0,2,2,3,1,,8
OG0008427,OG0008427,8,1,1,2,2,2,,8
OG0008428,OG0008428,8,0,1,2,3,2,,8
OG0008429,OG0008429,8,1,1,2,4,0,,8
OG0008430,OG0008430,8,0,3,1,3,1,,8
OG0008431,OG0008431,8,2,1,1,3,1,,8
OG0008432,OG0008432,8,0,1,2,4,1,,8
OG0008433,OG0008433,8,0,2,2,4,0,,8
OG0008434,OG0008434,8,0,2,1,3,2,,8
OG0008435,OG0008435,8,0,1,1,4,2,,8
OG0008436,OG0008436,8,1,1,2,2,2,,8
OG0008437,OG0008437,8,0,2,2,4,0,,8
OG0008438,OG0008438,8,1,1,2,3,1,,8
OG0008439,OG0008439,8,1,2,2,2,1,,8
OG0008440,OG0008440,8,1,1,1,4,1,,8
OG0008441,OG0008441,8,2,1,1,2,2,,8
OG0008442,OG0008442,8,0,0,2,1,5,,8
OG0008443,OG0008443,8,1,1,1,3,2,,8
OG0008444,OG0008444,8,0,2,1,4,1,,8
OG0008445,OG0008445,8,0,2,2,3,1,,8
OG0008446,OG0008446,8,0,1,1,4,2,,8
OG0008447,OG0008447,8,0,1,2,4,1,,8
OG0008448,OG0008448,8,0,3,2,2,1,,8
OG0008449,OG0008449,8,0,1,2,3,2,,8
OG0008450,OG0008450,8,0,2,2,3,1,,8
OG0008451,OG0008451,8,0,4,1,2,1,,8
OG0008452,OG0008452,8,0,3,1,2,2,,8
OG0008453,OG0008453,8,1,1,1,4,1,,8
OG0008454,OG0008454,8,0,2,1,2,3,,8
OG0008455,OG0008455,8,2,2,2,1,1,,8
OG0008456,OG0008456,8,1,2,2,2,1,,8
OG0008457,OG0008457,8,2,1,1,2,2,,8
OG0008458,OG0008458,8,2,2,1,2,1,,8
OG0008459,OG0008459,8,0,3,2,2,1,,8
OG0008460,OG0008460,8,0,1,0,1,6,,8
OG0008461,OG0008461,8,1,2,1,3,1,,8
OG0008462,OG0008462,8,0,4,2,1,1,,8
OG0008463,OG0008463,8,0,1,2,3,2,,8
OG0008464,OG0008464,8,1,2,2,2,1,,8
OG0008465,OG0008465,8,1,3,1,1,2,,8
OG0008466,OG0008466,8,0,1,3,2,2,,8
OG0008467,OG0008467,8,1,2,2,2,1,,8
OG0008468,OG0008468,8,1,1,1,1,4,,8
OG0008469,OG0008469,8,2,1,1,2,2,,8
OG0008470,OG0008470,8,0,1,1,5,1,,8
OG0008471,OG0008471,8,0,2,2,2,2,,8
OG0008472,OG0008472,8,0,3,1,2,2,,8
OG0008473,OG0008473,8,1,1,1,2,3,,8
OG0008474,OG0008474,8,0,1,2,3,2,,8
OG0008475,OG0008475,8,0,3,2,3,0,,8
OG0008476,OG0008476,8,1,2,1,2,2,,8
OG0008477,OG0008477,8,1,4,1,1,1,,8
OG0008478,OG0008478,8,0,2,2,3,1,,8
OG0008479,OG0008479,8,1,1,1,3,2,,8
OG0008480,OG0008480,8,1,1,1,3,2,,8
OG0008481,OG0008481,8,1,1,3,2,1,,8
OG0008482,OG0008482,8,0,2,1,2,3,,8
OG0008483,OG0008483,8,0,3,1,3,1,,8
OG0008484,OG0008484,8,1,1,1,4,1,,8
OG0008485,OG0008485,8,0,2,3,2,1,,8
OG0008486,OG0008486,8,1,2,1,2,2,,8
OG0008487,OG0008487,8,0,3,2,2,1,,8
OG0008488,OG0008488,8,1,1,2,2,2,,8
OG0008489,OG0008489,8,1,1,1,3,2,,8
OG0008490,OG0008490,8,0,1,3,3,1,,8
OG0008491,OG0008491,8,0,2,1,1,4,,8
OG0008492,OG0008492,8,3,1,1,2,1,,8
OG0008493,OG0008493,8,0,1,1,5,1,,8
OG0008494,OG0008494,8,0,3,2,2,1,,8
OG0008495,OG0008495,8,0,2,1,2,3,,8
OG0008496,OG0008496,8,1,3,1,1,2,,8
OG0008497,OG0008497,8,0,2,2,3,1,,8
OG0008498,OG0008498,8,0,2,2,2,2,,8
OG0008499,OG0008499,8,1,2,2,2,1,,8
OG0008500,OG0008500,8,2,2,1,2,1,,8
OG0008501,OG0008501,8,0,1,1,4,2,,8
OG0008502,OG0008502,8,1,4,1,1,1,,8
OG0008503,OG0008503,8,3,2,1,1,1,,8
OG0008504,OG0008504,8,0,1,1,3,3,,8
OG0008505,OG0008505,8,1,2,1,1,3,,8
OG0008506,OG0008506,8,1,1,1,1,4,,8
OG0008507,OG0008507,8,0,2,1,2,3,,8
OG0008508,OG0008508,8,0,2,1,3,2,,8
OG0008509,OG0008509,8,0,2,1,3,2,,8
OG0008510,OG0008510,8,1,2,1,2,2,,8
OG0008511,OG0008511,8,0,1,0,6,1,,8
OG0008512,OG0008512,8,2,1,1,3,1,,8
OG0008513,OG0008513,8,1,4,1,1,1,,8
OG0008514,OG0008514,8,0,0,3,2,3,,8
OG0008515,OG0008515,8,2,2,1,1,2,,8
OG0008516,OG0008516,8,0,2,2,2,2,,8
OG0008517,OG0008517,8,1,2,2,2,1,,8
OG0008518,OG0008518,8,0,1,1,6,0,,8
OG0008519,OG0008519,8,1,1,1,1,4,,8
OG0008520,OG0008520,8,0,2,2,3,1,,8
OG0008521,OG0008521,8,0,2,2,3,1,,8
OG0008522,OG0008522,8,0,2,1,2,3,,8
OG0008523,OG0008523,8,2,2,1,2,1,,8
OG0008524,OG0008524,8,0,2,2,2,2,,8
OG0008525,OG0008525,8,0,1,1,4,2,,8
OG0008526,OG0008526,8,1,1,1,3,2,,8
OG0008527,OG0008527,8,1,1,1,4,1,,8
OG0008528,OG0008528,8,2,1,2,1,2,,8
OG0008529,OG0008529,8,0,2,2,3,1,,8
OG0008530,OG0008530,8,1,3,1,2,1,,8
OG0008531,OG0008531,8,0,2,2,2,2,,8
OG0008532,OG0008532,8,0,3,1,4,0,,8
OG0008533,OG0008533,8,0,2,2,3,1,,8
OG0008534,OG0008534,8,2,1,1,3,1,,8
OG0008535,OG0008535,8,1,2,1,1,3,,8
OG0008536,OG0008536,8,0,3,1,3,1,,8
OG0008537,OG0008537,8,0,1,1,3,3,,8
OG0008538,OG0008538,8,0,2,1,4,1,,8
OG0008539,OG0008539,8,1,3,1,2,1,,8
OG0008540,OG0008540,8,0,1,1,5,1,,8
OG0008541,OG0008541,8,0,1,1,2,4,,8
OG0008542,OG0008542,8,0,1,1,5,1,,8
OG0008543,OG0008543,8,0,2,2,2,2,,8
OG0008544,OG0008544,8,0,4,1,3,0,,8
OG0008545,OG0008545,8,0,2,2,2,2,,8
OG0008546,OG0008546,8,0,2,3,2,1,,8
OG0008547,OG0008547,8,0,1,1,5,1,,8
OG0008548,OG0008548,8,0,1,3,3,1,,8
OG0008549,OG0008549,8,1,2,2,1,2,,8
OG0008550,OG0008550,8,2,2,2,2,0,,8
OG0008551,OG0008551,8,0,1,2,4,1,,8
OG0008552,OG0008552,8,0,2,1,2,3,,8
OG0008553,OG0008553,8,2,1,1,2,2,,8
OG0008554,OG0008554,8,0,1,1,4,2,,8
OG0008555,OG0008555,8,1,2,1,3,1,,8
OG0008556,OG0008556,8,0,2,2,2,2,,8
OG0008557,OG0008557,8,0,3,1,2,2,,8
OG0008558,OG0008558,8,0,1,1,3,3,,8
OG0008559,OG0008559,8,1,1,1,4,1,,8
OG0008560,OG0008560,8,1,1,1,2,3,,8
OG0008561,OG0008561,8,1,1,2,2,2,,8
OG0008562,OG0008562,8,1,4,1,2,0,,8
OG0008563,OG0008563,8,0,2,1,3,2,,8
OG0008564,OG0008564,8,0,2,1,1,4,,8
OG0008565,OG0008565,8,2,1,2,1,2,,8
OG0008566,OG0008566,8,0,4,1,2,1,,8
OG0008567,OG0008567,8,2,1,2,2,1,,8
OG0008568,OG0008568,8,0,2,2,3,1,,8
OG0008569,OG0008569,8,0,2,2,3,1,,8
OG0008570,OG0008570,8,1,1,1,3,2,,8
OG0008571,OG0008571,8,1,1,1,4,1,,8
OG0008572,OG0008572,8,2,1,1,4,0,,8
OG0008573,OG0008573,8,0,2,3,2,1,,8
OG0008574,OG0008574,8,0,1,1,5,1,,8
OG0008575,OG0008575,8,0,1,1,4,2,,8
OG0008576,OG0008576,8,0,4,1,2,1,,8
OG0008577,OG0008577,8,1,1,2,3,1,,8
OG0008578,OG0008578,8,1,1,1,3,2,,8
OG0008579,OG0008579,8,0,2,1,4,1,,8
OG0008580,OG0008580,8,1,1,1,4,1,,8
OG0008581,OG0008581,8,1,1,2,2,2,,8
OG0008582,OG0008582,8,0,2,0,6,0,,8
OG0008583,OG0008583,8,0,1,2,4,1,,8
OG0008584,OG0008584,8,2,1,2,2,1,,8
OG0008585,OG0008585,8,1,3,1,1,2,,8
OG0008586,OG0008586,8,1,1,1,4,1,,8
OG0008587,OG0008587,8,0,1,1,5,1,,8
OG0008588,OG0008588,8,1,1,1,4,1,,8
OG0008589,OG0008589,8,2,1,1,2,2,,8
OG0008590,OG0008590,8,1,3,1,2,1,,8
OG0008591,OG0008591,8,1,1,1,3,2,,8
OG0008592,OG0008592,8,1,2,1,2,2,,8
OG0008593,OG0008593,8,1,1,1,4,1,,8
OG0008594,OG0008594,8,1,1,1,4,1,,8
OG0008595,OG0008595,8,1,4,1,1,1,,8
OG0008596,OG0008596,8,2,1,1,2,2,,8
OG0008597,OG0008597,8,0,1,1,5,1,,8
OG0008598,OG0008598,8,0,2,1,3,2,,8
OG0008599,OG0008599,8,0,2,2,3,1,,8
OG0008600,OG0008600,8,2,2,2,1,1,,8
OG0008601,OG0008601,8,1,1,2,3,1,,8
OG0008602,OG0008602,8,1,2,1,2,2,,8
OG0008603,OG0008603,8,1,2,1,2,2,,8
OG0008604,OG0008604,8,0,1,1,4,2,,8
OG0008605,OG0008605,8,2,1,1,2,2,,8
OG0008606,OG0008606,8,3,1,1,3,0,,8
OG0008607,OG0008607,8,0,1,1,2,4,,8
OG0008608,OG0008608,8,1,0,1,5,1,,8
OG0008609,OG0008609,8,1,2,1,3,1,,8
OG0008610,OG0008610,8,0,1,3,2,2,,8
OG0008611,OG0008611,8,0,4,0,4,0,,8
OG0008612,OG0008612,8,2,2,1,2,1,,8
OG0008613,OG0008613,8,0,0,0,2,6,,8
OG0008614,OG0008614,8,2,2,1,2,1,,8
OG0008615,OG0008615,8,1,1,1,2,3,,8
OG0008616,OG0008616,8,0,1,1,4,2,,8
OG0008617,OG0008617,8,0,0,2,5,1,,8
OG0008618,OG0008618,8,2,2,1,2,1,,8
OG0008619,OG0008619,8,1,1,1,4,1,,8
OG0008620,OG0008620,8,1,1,1,4,1,,8
OG0008621,OG0008621,8,0,3,1,3,1,,8
OG0008622,OG0008622,8,0,2,1,4,1,,8
OG0008623,OG0008623,8,2,1,1,3,1,,8
OG0008624,OG0008624,8,1,2,1,2,2,,8
OG0008625,OG0008625,8,1,0,1,5,1,,8
OG0008626,OG0008626,8,0,5,0,1,2,,8
OG0008627,OG0008627,8,2,2,1,2,1,,8
OG0008628,OG0008628,8,2,2,1,1,2,,8
OG0008629,OG0008629,8,1,1,1,2,3,,8
OG0008630,OG0008630,8,1,2,1,2,2,,8
OG0008631,OG0008631,8,0,2,1,4,1,,8
OG0008632,OG0008632,8,0,2,2,3,1,,8
OG0008633,OG0008633,8,1,2,2,2,1,,8
OG0008634,OG0008634,8,0,2,1,2,3,,8
OG0008635,OG0008635,8,1,1,1,4,1,,8
OG0008636,OG0008636,8,1,1,1,4,1,,8
OG0008637,OG0008637,8,1,1,1,3,2,,8
OG0008638,OG0008638,8,1,1,1,4,1,,8
OG0008639,OG0008639,8,0,1,2,4,1,,8
OG0008640,OG0008640,8,0,1,1,4,2,,8
OG0008641,OG0008641,8,2,1,2,2,1,,8
OG0008642,OG0008642,8,1,1,1,3,2,,8
OG0008643,OG0008643,8,1,1,1,3,2,,8
OG0008644,OG0008644,8,1,1,1,2,3,,8
OG0008645,OG0008645,8,1,1,2,3,1,,8
OG0008646,OG0008646,8,2,1,1,2,2,,8
OG0008647,OG0008647,8,2,1,1,3,1,,8
OG0008648,OG0008648,8,1,4,1,1,1,,8
OG0008649,OG0008649,8,2,2,1,1,2,,8
OG0008650,OG0008650,8,1,1,2,2,2,,8
OG0008651,OG0008651,8,1,2,1,3,1,,8
OG0008652,OG0008652,8,0,1,1,5,1,,8
OG0008653,OG0008653,8,2,1,1,2,2,,8
OG0008654,OG0008654,8,1,2,1,3,1,,8
OG0008655,OG0008655,8,2,2,1,2,1,,8
OG0008656,OG0008656,8,1,1,1,4,1,,8
OG0008657,OG0008657,8,0,5,2,1,0,,8
OG0008658,OG0008658,8,2,2,1,2,1,,8
OG0008659,OG0008659,8,1,1,2,3,1,,8
OG0008660,OG0008660,8,0,1,0,4,3,,8
OG0008661,OG0008661,8,0,5,1,1,1,,8
OG0008662,OG0008662,8,1,1,2,2,2,,8
OG0008663,OG0008663,8,1,2,2,2,1,,8
OG0008664,OG0008664,8,2,1,1,1,3,,8
OG0008665,OG0008665,8,0,1,1,4,2,,8
OG0008666,OG0008666,8,1,1,1,2,3,,8
OG0008667,OG0008667,8,1,1,1,3,2,,8
OG0008668,OG0008668,8,0,1,1,2,4,,8
OG0008669,OG0008669,8,1,1,1,3,2,,8
OG0008670,OG0008670,8,1,2,2,2,1,,8
OG0008671,OG0008671,8,1,1,2,3,1,,8
OG0008672,OG0008672,8,1,2,1,2,2,,8
OG0008673,OG0008673,8,0,4,1,2,1,,8
OG0008674,OG0008674,8,0,1,1,6,0,,8
OG0008675,OG0008675,8,1,2,2,1,2,,8
OG0008676,OG0008676,8,3,1,1,3,0,,8
OG0008677,OG0008677,8,0,4,2,1,1,,8
OG0008678,OG0008678,8,0,1,2,3,2,,8
OG0008679,OG0008679,8,1,1,1,4,1,,8
OG0008680,OG0008680,8,0,3,1,1,3,,8
OG0008681,OG0008681,8,0,2,1,4,1,,8
OG0008682,OG0008682,8,3,1,1,2,1,,8
OG0008683,OG0008683,8,0,2,1,3,2,,8
OG0008684,OG0008684,8,0,1,1,4,2,,8
OG0008685,OG0008685,8,1,2,2,2,1,,8
OG0008686,OG0008686,8,0,2,2,3,1,,8
OG0008687,OG0008687,8,2,1,1,2,2,,8
OG0008688,OG0008688,8,1,2,1,2,2,,8
OG0008689,OG0008689,8,1,1,2,2,2,,8
OG0008690,OG0008690,8,0,2,3,2,1,,8
OG0008691,OG0008691,8,1,2,1,3,1,,8
OG0008692,OG0008692,8,1,2,1,2,2,,8
OG0008693,OG0008693,8,0,1,2,4,1,,8
OG0008694,OG0008694,8,0,1,1,2,4,,8
OG0008695,OG0008695,8,1,2,1,1,3,,8
OG0008696,OG0008696,8,1,1,2,1,3,,8
OG0008697,OG0008697,8,0,1,2,4,1,,8
OG0008698,OG0008698,8,0,1,1,4,2,,8
OG0008699,OG0008699,8,2,1,1,2,2,,8
OG0008700,OG0008700,8,0,2,1,4,1,,8
OG0008701,OG0008701,8,0,0,2,4,2,,8
OG0008702,OG0008702,8,0,3,1,2,2,,8
OG0008703,OG0008703,8,0,1,2,2,3,,8
OG0008704,OG0008704,8,0,3,2,2,1,,8
OG0008705,OG0008705,8,0,3,1,1,3,,8
OG0008706,OG0008706,8,0,1,5,1,1,,8
OG0008707,OG0008707,8,1,2,1,3,1,,8
OG0008708,OG0008708,8,1,2,1,2,2,,8
OG0008709,OG0008709,8,0,4,2,1,1,,8
OG0008710,OG0008710,8,2,1,2,1,2,,8
OG0008711,OG0008711,8,1,3,1,2,1,,8
OG0008712,OG0008712,8,0,3,1,1,3,,8
OG0008713,OG0008713,8,1,1,1,3,2,,8
OG0008714,OG0008714,8,1,2,1,2,2,,8
OG0008715,OG0008715,8,0,4,0,1,3,,8
OG0008716,OG0008716,8,0,2,2,2,2,,8
OG0008717,OG0008717,8,1,4,1,1,1,,8
OG0008718,OG0008718,8,1,2,3,1,1,,8
OG0008719,OG0008719,8,0,2,1,4,1,,8
OG0008720,OG0008720,8,1,1,1,3,2,,8
OG0008721,OG0008721,8,0,1,1,3,3,,8
OG0008722,OG0008722,8,1,1,1,4,1,,8
OG0008723,OG0008723,8,1,0,2,1,4,,8
OG0008724,OG0008724,8,0,3,2,2,1,,8
OG0008725,OG0008725,8,3,1,1,2,1,,8
OG0008726,OG0008726,8,0,1,1,4,2,,8
OG0008727,OG0008727,8,0,2,1,3,2,,8
OG0008728,OG0008728,8,1,2,2,2,1,,8
OG0008729,OG0008729,8,0,3,1,2,2,,8
OG0008730,OG0008730,8,1,1,2,3,1,,8
OG0008731,OG0008731,8,0,1,3,4,0,,8
OG0008732,OG0008732,8,2,1,1,3,1,,8
OG0008733,OG0008733,8,2,1,1,3,1,,8
OG0008734,OG0008734,8,1,2,2,3,0,,8
OG0008735,OG0008735,8,0,0,1,7,0,,8
OG0008736,OG0008736,8,1,2,2,2,1,,8
OG0008737,OG0008737,8,1,2,1,3,1,,8
OG0008738,OG0008738,8,1,1,1,4,1,,8
OG0008739,OG0008739,8,0,2,1,3,2,,8
OG0008740,OG0008740,8,2,2,1,2,1,,8
OG0008741,OG0008741,8,0,2,2,3,1,,8
OG0008742,OG0008742,8,1,1,1,5,0,,8
OG0008743,OG0008743,8,0,0,0,1,7,,8
OG0008744,OG0008744,8,0,1,1,5,1,,8
OG0008745,OG0008745,8,1,2,1,2,2,,8
OG0008746,OG0008746,8,0,2,1,3,2,,8
OG0008747,OG0008747,8,0,3,1,3,1,,8
OG0008748,OG0008748,8,1,2,2,2,1,,8
OG0008749,OG0008749,8,1,2,1,2,2,,8
OG0008750,OG0008750,8,1,1,4,2,0,,8
OG0008751,OG0008751,8,1,1,2,1,3,,8
OG0008752,OG0008752,8,0,0,1,4,3,,8
OG0008753,OG0008753,8,1,2,1,3,1,,8
OG0008754,OG0008754,8,0,1,1,5,1,,8
OG0008755,OG0008755,8,0,1,1,3,3,,8
OG0008756,OG0008756,8,1,1,1,4,1,,8
OG0008757,OG0008757,8,0,2,1,4,1,,8
OG0008758,OG0008758,8,1,2,1,3,1,,8
OG0008759,OG0008759,8,1,1,2,3,1,,8
OG0008760,OG0008760,8,2,1,1,3,1,,8
OG0008761,OG0008761,8,1,2,1,3,1,,8
OG0008762,OG0008762,8,0,1,1,4,2,,8
OG0008763,OG0008763,8,1,2,1,3,1,,8
OG0008764,OG0008764,8,2,2,2,1,1,,8
OG0008765,OG0008765,8,0,2,1,4,1,,8
OG0008766,OG0008766,8,1,1,1,4,1,,8
OG0008767,OG0008767,8,0,1,1,4,2,,8
OG0008768,OG0008768,8,0,1,2,3,2,,8
OG0008769,OG0008769,8,1,3,1,2,1,,8
OG0008770,OG0008770,8,1,2,1,2,2,,8
OG0008771,OG0008771,8,3,1,1,2,1,,8
OG0008772,OG0008772,8,1,2,1,3,1,,8
OG0008773,OG0008773,8,1,1,3,2,1,,8
OG0008774,OG0008774,8,0,3,1,1,3,,8
OG0008775,OG0008775,8,1,1,2,3,1,,8
OG0008776,OG0008776,8,1,2,2,2,1,,8
OG0008777,OG0008777,8,4,1,1,1,1,,8
OG0008778,OG0008778,8,0,1,2,4,1,,8
OG0008779,OG0008779,8,1,2,1,2,2,,8
OG0008780,OG0008780,8,1,2,1,1,3,,8
OG0008781,OG0008781,8,1,1,2,3,1,,8
OG0008782,OG0008782,8,0,2,2,2,2,,8
OG0008783,OG0008783,8,0,1,2,3,2,,8
OG0008784,OG0008784,8,1,1,1,2,3,,8
OG0008785,OG0008785,8,1,1,2,1,3,,8
OG0008786,OG0008786,8,0,1,1,4,2,,8
OG0008787,OG0008787,8,2,2,1,2,1,,8
OG0008788,OG0008788,8,0,2,0,1,5,,8
OG0008789,OG0008789,8,0,4,2,1,1,,8
OG0008790,OG0008790,8,0,4,2,1,1,,8
OG0008791,OG0008791,8,1,1,1,2,3,,8
OG0008792,OG0008792,8,1,1,1,2,3,,8
OG0008793,OG0008793,8,0,5,0,1,2,,8
OG0008794,OG0008794,8,0,1,2,3,2,,8
OG0008795,OG0008795,8,1,4,1,1,1,,8
OG0008796,OG0008796,8,1,2,1,2,2,,8
OG0008797,OG0008797,8,1,1,1,3,2,,8
OG0008798,OG0008798,8,0,2,1,4,1,,8
OG0008799,OG0008799,8,1,1,1,4,1,,8
OG0008800,OG0008800,8,1,2,2,2,1,,8
OG0008801,OG0008801,8,1,2,1,2,2,,8
OG0008802,OG0008802,8,1,1,1,2,3,,8
OG0008803,OG0008803,8,1,1,1,3,2,,8
OG0008804,OG0008804,8,1,1,3,2,1,,8
OG0008805,OG0008805,8,1,3,1,2,1,,8
OG0008806,OG0008806,8,1,3,1,2,1,,8
OG0008807,OG0008807,8,2,1,1,3,1,,8
OG0008808,OG0008808,8,1,2,1,3,1,,8
OG0008809,OG0008809,8,1,1,2,2,2,,8
OG0008810,OG0008810,8,1,2,1,2,2,,8
OG0008811,OG0008811,8,0,1,1,4,2,,8
OG0008812,OG0008812,8,1,2,1,3,1,,8
OG0008813,OG0008813,8,0,2,1,3,2,,8
OG0008814,OG0008814,8,1,3,1,2,1,,8
OG0008815,OG0008815,8,3,1,1,1,2,,8
OG0008816,OG0008816,8,0,3,1,3,1,,8
OG0008817,OG0008817,8,1,1,1,3,2,,8
OG0008818,OG0008818,8,1,1,2,2,2,,8
OG0008819,OG0008819,8,0,1,1,5,1,,8
OG0008820,OG0008820,8,1,2,2,2,1,,8
OG0008821,OG0008821,8,1,0,4,3,0,,8
OG0008822,OG0008822,8,1,1,2,4,0,,8
OG0008823,OG0008823,8,0,1,1,5,1,,8
OG0008824,OG0008824,8,1,1,1,3,2,,8
OG0008825,OG0008825,8,0,2,1,4,1,,8
OG0008826,OG0008826,8,1,2,1,3,1,,8
OG0008827,OG0008827,8,1,1,1,4,1,,8
OG0008828,OG0008828,8,2,2,1,1,2,,8
OG0008829,OG0008829,8,0,1,1,5,1,,8
OG0008830,OG0008830,8,1,1,1,3,2,,8
OG0008831,OG0008831,8,1,1,1,3,2,,8
OG0008832,OG0008832,8,0,2,0,6,0,,8
OG0008833,OG0008833,8,0,1,1,5,1,,8
OG0008834,OG0008834,8,2,3,1,2,0,,8
OG0008835,OG0008835,8,1,1,1,4,1,,8
OG0008836,OG0008836,8,2,1,2,2,1,,8
OG0008837,OG0008837,8,1,3,1,2,1,,8
OG0008838,OG0008838,8,1,1,3,2,1,,8
OG0008839,OG0008839,8,2,1,2,2,1,,8
OG0008840,OG0008840,8,2,1,1,1,3,,8
OG0008841,OG0008841,8,2,1,2,2,1,,8
OG0008842,OG0008842,8,0,1,1,3,3,,8
OG0008843,OG0008843,8,1,1,3,2,1,,8
OG0008844,OG0008844,8,0,1,3,3,1,,8
OG0008845,OG0008845,8,1,2,1,2,2,,8
OG0008846,OG0008846,8,1,2,1,3,1,,8
OG0008847,OG0008847,8,1,1,2,2,2,,8
OG0008848,OG0008848,8,2,2,1,2,1,,8
OG0008849,OG0008849,8,1,2,1,3,1,,8
OG0008850,OG0008850,8,2,2,1,2,1,,8
OG0008851,OG0008851,8,0,4,1,2,1,,8
OG0008852,OG0008852,8,0,2,2,2,2,,8
OG0008853,OG0008853,8,1,2,1,3,1,,8
OG0008854,OG0008854,8,2,1,1,3,1,,8
OG0008855,OG0008855,8,0,4,1,2,1,,8
OG0008856,OG0008856,8,2,1,1,3,1,,8
OG0008857,OG0008857,8,2,2,1,2,1,,8
OG0008858,OG0008858,8,2,1,1,2,2,,8
OG0008859,OG0008859,8,1,3,1,1,2,,8
OG0008860,OG0008860,8,3,1,1,2,1,,8
OG0008861,OG0008861,8,0,2,2,3,1,,8
OG0008862,OG0008862,8,0,3,1,4,0,,8
OG0008863,OG0008863,8,2,1,2,2,1,,8
OG0008864,OG0008864,8,1,3,1,2,1,,8
OG0008865,OG0008865,8,0,3,0,1,4,,8
OG0008866,OG0008866,8,1,1,2,1,3,,8
OG0008867,OG0008867,8,1,2,2,2,1,,8
OG0008868,OG0008868,8,0,2,1,3,2,,8
OG0008869,OG0008869,8,1,2,1,2,2,,8
OG0008870,OG0008870,8,2,1,1,2,2,,8
OG0008871,OG0008871,8,1,3,1,1,2,,8
OG0008872,OG0008872,8,2,1,1,2,2,,8
OG0008873,OG0008873,8,0,0,0,1,7,,8
OG0008874,OG0008874,8,0,4,1,1,2,,8
OG0008875,OG0008875,8,2,1,1,2,2,,8
OG0008876,OG0008876,8,0,3,2,3,0,,8
OG0008877,OG0008877,8,1,1,2,3,1,,8
OG0008878,OG0008878,8,0,1,2,3,2,,8
OG0008879,OG0008879,8,0,1,2,3,2,,8
OG0008880,OG0008880,8,1,1,2,2,2,,8
OG0008881,OG0008881,8,0,2,1,2,3,,8
OG0008882,OG0008882,8,1,1,1,2,3,,8
OG0008883,OG0008883,8,4,1,1,1,1,,8
OG0008884,OG0008884,8,3,0,0,4,1,,8
OG0008885,OG0008885,8,0,1,1,3,3,,8
OG0008886,OG0008886,8,1,1,2,2,2,,8
OG0008887,OG0008887,8,0,3,0,2,3,,8
OG0008888,OG0008888,8,1,1,1,4,1,,8
OG0008889,OG0008889,8,0,3,0,2,3,,8
OG0008890,OG0008890,8,0,1,3,2,2,,8
OG0008891,OG0008891,8,1,1,3,1,2,,8
OG0008892,OG0008892,8,1,1,2,2,2,,8
OG0008893,OG0008893,8,1,2,1,3,1,,8
OG0008894,OG0008894,8,1,4,1,1,1,,8
OG0008895,OG0008895,8,0,3,1,1,3,,8
OG0008896,OG0008896,8,3,1,0,4,0,,8
