,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
contig_1810,"364,4277291129","0,7776029354","0,2059096963","3,7764269932","0,0001590942","0,0008504755"
contig_1812,"8,6706298923","-4,4162853855","1,186691015","-3,7215124489","0,0001980331","0,0010369103"
contig_1840,"17,4389892543","-2,4857473978","0,6401171079","-3,8832697443","0,0001030611","0,0005726664"
contig_1860,"19,7911034484","-2,6770213393","0,5884520581","-4,5492598802","5,38E-06","3,77E-05"
contig_1863,"27,6977516989","2,197906009","0,4830109588","4,550426795","5,35E-06","3,75E-05"
contig_1885,"29,1830947927","1,3917268141","0,4277799811","3,2533706007","0,0011404465","0,0050365984"
contig_1886,"76,0332246475","-1,2039149697","0,2973041594","-4,0494387038","5,13E-05","0,0003022863"
contig_1892,"83,5199944752","-4,4930736639","0,4414499259","-10,1779916587","2,49E-24","1,31E-22"
contig_1894,"34,2829268668","-2,5398621647","0,4654210125","-5,4571282699","4,84E-08","4,57E-07"
contig_1913,"292,1930285974","-3,2794256701","0,287307213","-11,4143520323","3,55E-30","2,92E-28"
contig_1914,"81,3876643784","2,1929662111","0,3725607198","5,8861981268","3,95E-09","4,31E-08"
contig_1927,"23,4804576839","-2,3728522348","0,5150800853","-4,6067636907","4,09E-06","2,92E-05"
contig_1928,"54,5429137801","-1,1819577386","0,3302239871","-3,5792606983","0,0003445676","0,0017154338"
contig_1931,"11,5197232244","2,7229895671","0,7558879537","3,6023719569","0,0003153267","0,0015842314"
contig_1938,"61,3171061413","9,6462068718","1,2292223223","7,8474061991","4,25E-15","9,10E-14"
contig_1945,"239,5608061764","-0,843081848","0,2130364152","-3,9574541615","7,58E-05","0,0004324162"
contig_1947,"37,4399833415","-2,7267864493","0,4430529542","-6,1545384662","7,53E-10","9,00E-09"
contig_1952,"122,6442432297","-1,5361190646","0,2887017504","-5,3207819581","1,03E-07","9,33E-07"
contig_1956,"126,3253287046","1,1897650883","0,2826659122","4,2090858391","2,56E-05","0,0001597175"
contig_1964,"193,2412894186","0,9365794759","0,2418506566","3,87255296","0,0001077013","0,0005962705"
contig_1980,"37,0816492607","2,2205949629","0,4412422948","5,0325977113","4,84E-07","3,99E-06"
contig_1989,"142,7541611296","-1,9098642237","0,2616829851","-7,2983890133","2,91E-13","5,13E-12"
contig_2001,"101,9443608618","-1,3131865425","0,3301755576","-3,9772372978","6,97E-05","0,0004005832"
contig_2007,"6,5796279837","3,4994847921","1,0460361291","3,345472202","0,0008214259","0,0037474317"
contig_2017,"250,2671144305","-0,844491677","0,2734674787","-3,0880881373","0,0020144872","0,0083875669"
contig_2019,"9,0465394243","6,8932046559","1,3519405074","5,0987485159","3,42E-07","2,88E-06"
contig_2029,"35,0845751554","6,979827777","1,0824496854","6,4481775652","1,13E-10","1,49E-09"
contig_2047,"9,5784964944","-3,2686021515","0,9100208551","-3,5917881807","0,0003284167","0,0016424213"
contig_2050,"71,8517849614","-3,3457721489","0,3724705239","-8,9826494566","2,64E-19","8,71E-18"
contig_2053,"21,2848540594","-1,7085639382","0,4987338197","-3,4258032455","0,0006129842","0,0028776271"
contig_2069,"70,6656630008","1,3964831245","0,3677475065","3,7973965823","0,0001462237","0,0007870351"
contig_2072,"21,3106154902","-2,4294634193","0,5914229148","-4,1078276789","3,99E-05","0,0002400598"
contig_2078,"7,9124086979","-5,2063741245","1,6588577373","-3,1385296084","0,0016979778","0,0072015387"
contig_2084,"7,9716899499","-3,7689008751","1,1043142684","-3,4128879639","0,0006427836","0,0030034156"
contig_2085,"16,6255400397","-3,8250393437","0,7778846728","-4,9172319205","8,78E-07","6,96E-06"
contig_2086,"392,5257018123","0,9048831787","0,2328968419","3,8853389815","0,0001021872","0,0005686764"
contig_2088,"295,5957289881","1,7217406181","0,2586399967","6,6569000938","2,80E-11","3,97E-10"
contig_2104,"9,1024337316","3,2834695717","0,9090425915","3,6120085049","0,0003038346","0,0015317663"
contig_2112,"61,8576194696","4,2299972721","0,4674741566","9,0486227146","1,45E-19","4,94E-18"
contig_2115,"18,3597495664","2,1206568917","0,5873511347","3,6105436193","0,0003055559","0,001539806"
contig_2121,"99,393362026","1,359040938","0,3237959104","4,1972146474","2,70E-05","0,0001676058"
contig_2130,"92,1009856868","-1,2301706991","0,283915106","-4,3328821656","1,47E-05","9,58E-05"
contig_2139,"135,2785519447","0,8423488319","0,2532218464","3,3265251164","0,0008793609","0,0039831034"
contig_2159,"75,3251300239","1,2785273161","0,3055836037","4,1838871611","2,87E-05","0,0001768593"
contig_2162,"431,0563447774","0,7682799529","0,2138517546","3,5925819477","0,0003274176","0,0016383229"
contig_2178,"108,7546570337","0,8232232363","0,268642558","3,0643813187","0,002181207","0,0090118029"
contig_2181,"15,3452677689","2,6581995923","0,7340163088","3,6214448647","0,0002929622","0,0014827925"
contig_2190,"54,5411700166","-5,1278288878","0,5959188204","-8,6049117976","7,64E-18","2,18E-16"
contig_2192,"6,4518499805","-3,4336289574","1,1044206071","-3,1089866807","0,0018773018","0,0078648385"
contig_2196,"45,1827241273","1,4861089763","0,4559484864","3,2593791201","0,0011165635","0,0049385942"
contig_2201,"34,1871912491","-1,6345958783","0,4039546147","-4,0464839832","5,20E-05","0,0003058787"
contig_2206,"35,1092928727","-1,6768508816","0,436826458","-3,8387118065","0,0001236815","0,0006753667"
contig_2218,"153,6552229017","0,8227875233","0,2411661408","3,4117041493","0,0006455814","0,003015137"
contig_2225,"57,7046929448","1,1608722591","0,3127858681","3,7113961263","0,0002061192","0,0010756996"
contig_2234,"153,1382118134","1,5196767429","0,2440300205","6,2274171819","4,74E-10","5,81E-09"
contig_2235,"50,7747146144","-2,3657979047","0,3953147266","-5,9845934029","2,17E-09","2,45E-08"
contig_2257,"11,4189167817","-4,239592585","0,9953051423","-4,2595907573","2,05E-05","0,000129777"
contig_2281,"844,0248735617","1,5808890952","0,2205544247","7,1677958743","7,62E-13","1,29E-11"
contig_2294,"256,8155935048","3,0880874874","0,2437586483","12,6686273853","8,82E-37","1,07E-34"
contig_2300,"96,481788924","-2,6525026989","0,3053043564","-8,6880604329","3,69E-18","1,08E-16"
contig_2312,"186,8974093868","0,950002625","0,2411257277","3,9398642113","8,15E-05","0,0004621636"
contig_2315,"112,1148024094","1,209432975","0,2878412232","4,2017365046","2,65E-05","0,0001645858"
contig_2316,"163,1991376241","0,84674446","0,2418922834","3,5005021583","0,0004643825","0,002246049"
contig_2324,"9,6587382308","-6,4923097637","1,329227871","-4,8842714672","1,04E-06","8,13E-06"
contig_2327,"41,2205153723","-1,7088058752","0,3843832182","-4,4455787718","8,77E-06","5,94E-05"
contig_2330,"30,5865165385","-1,4429728989","0,4182286086","-3,4502013234","0,0005601686","0,0026554795"
contig_2343,"350,5270584419","-1,1106206781","0,1938120705","-5,7303999439","1,00E-08","1,03E-07"
contig_2344,"8,6976178273","-2,7596473411","0,8427911411","-3,2744142724","0,0010588126","0,0047099929"
contig_2348,"69,9503794555","-1,9642746573","0,3339292433","-5,8823079941","4,05E-09","4,41E-08"
contig_2363,"317,6386158703","1,1699986352","0,2356874338","4,9641960815","6,90E-07","5,55E-06"
contig_2384,"405,4619112731","0,7380269894","0,1834430876","4,0231932357","5,74E-05","0,0003351543"
contig_2385,"60,447909376","3,3965904258","0,3788338755","8,9659099808","3,08E-19","1,01E-17"
contig_2387,"20,0821210086","-1,6070050693","0,5124606456","-3,1358604473","0,0017135072","0,0072598987"
contig_2398,"41,9028970805","-4,4116914689","0,5764139892","-7,6536856353","1,95E-14","3,90E-13"
contig_2406,"446,8042114197","1,1729855609","0,2639517851","4,4439387303","8,83E-06","5,98E-05"
contig_2413,"58,5146016498","2,5408853273","0,3913023023","6,4934075587","8,39E-11","1,12E-09"
contig_2415,"248,1307990109","-1,9474279934","0,2499389207","-7,7916156003","6,62E-15","1,39E-13"
contig_2451,"18,3226138919","-2,7139361701","0,65030277","-4,1733424724","3,00E-05","0,0001845952"
contig_2453,"20,3700254695","-2,3143963985","0,6414082364","-3,6083047693","0,0003082043","0,0015519344"
contig_2460,"60,9520564333","-3,2525314118","0,4358156586","-7,4630898349","8,45E-14","1,58E-12"
contig_2463,"39,1817202138","-3,5900371002","0,4912869923","-7,3074132966","2,72E-13","4,82E-12"
contig_2464,"49,5571393975","-2,925008533","0,4753302513","-6,1536342887","7,57E-10","9,05E-09"
contig_2472,"47,1625781873","-4,2017795097","0,5386161093","-7,8010654282","6,14E-15","1,29E-13"
contig_2475,"7,314544838","-3,6316323075","1,0951861504","-3,3159954646","0,0009131731","0,0041191281"
contig_2485,"378,7915306053","-0,8307233743","0,2301529026","-3,6094412231","0,0003068573","0,0015455148"
contig_2489,"483,2701214572","-0,9412846788","0,1876220714","-5,0169187008","5,25E-07","4,31E-06"
contig_2494,"128,7108848333","1,9753944605","0,3358817812","5,881219439","4,07E-09","4,44E-08"
contig_2522,"338,4989824574","1,6091315798","0,2250229637","7,150966076","8,62E-13","1,45E-11"
contig_2543,"23,3504533862","-2,3618580354","0,5687584643","-4,1526556239","3,29E-05","0,0002005526"
contig_2556,"66,3878427213","1,3400588254","0,3085471081","4,3431255404","1,40E-05","9,17E-05"
contig_2562,"18,4374031465","-2,2299052045","0,6308881201","-3,5345493655","0,0004084711","0,002003106"
contig_2586,"116,4316756318","-0,7705830605","0,2501112632","-3,0809610519","0,0020633364","0,0085650582"
contig_2590,"109,6027297304","1,1708596535","0,2817010907","4,1563902029","3,23E-05","0,0001975847"
